"taxnum","arrest_count","arrest_type"
"948620","65","MISDEMEANOR"
"948620","12","VIOLATION"
"950010","12","FELONY"
"950010","136","MISDEMEANOR"
"950010","1","VIOLATION"
"963377","5","FELONY"
"963377","4","MISDEMEANOR"
"954489","5","FELONY"
"954489","54","MISDEMEANOR"
"954489","1","VIOLATION"
"927867","107","FELONY"
"927867","282","MISDEMEANOR"
"934406","2","INFRACTION"
"934406","145","FELONY"
"934406","124","MISDEMEANOR"
"934406","6","VIOLATION"
"949726","123","FELONY"
"949726","64","MISDEMEANOR"
"949726","1","OTHER"
"949726","4","VIOLATION"
"944209","20","FELONY"
"944209","73","MISDEMEANOR"
"944209","1","VIOLATION"
"972510","2","MISDEMEANOR"
"961491","1","INFRACTION"
"961491","34","FELONY"
"961491","43","MISDEMEANOR"
"961491","4","VIOLATION"
"970388","2","FELONY"
"970388","6","MISDEMEANOR"
"966944","1","INFRACTION"
"966944","12","FELONY"
"966944","18","MISDEMEANOR"
"954490","24","FELONY"
"954490","123","MISDEMEANOR"
"954490","33","VIOLATION"
"903350","17","FELONY"
"903350","71","MISDEMEANOR"
"903350","3","VIOLATION"
"973221",NA,NA
"942957","28","FELONY"
"942957","197","MISDEMEANOR"
"942957","5","VIOLATION"
"905392","7","INFRACTION"
"905392","36","FELONY"
"905392","76","MISDEMEANOR"
"905392","22","VIOLATION"
"923514","3","INFRACTION"
"923514","33","FELONY"
"923514","176","MISDEMEANOR"
"923514","35","VIOLATION"
"958258","1","INFRACTION"
"958258","4","FELONY"
"958258","39","MISDEMEANOR"
"958258","4","VIOLATION"
"937986","1","FELONY"
"937986","18","MISDEMEANOR"
"937986","8","VIOLATION"
"948174","1","INFRACTION"
"948174","41","FELONY"
"948174","113","MISDEMEANOR"
"948174","5","VIOLATION"
"957334","1","INFRACTION"
"957334","11","FELONY"
"957334","43","MISDEMEANOR"
"957334","2","VIOLATION"
"923516","142","FELONY"
"923516","665","MISDEMEANOR"
"923516","2","VIOLATION"
"966440","12","FELONY"
"966440","23","MISDEMEANOR"
"921124","2","INFRACTION"
"921124","36","FELONY"
"921124","18","MISDEMEANOR"
"921124","2","VIOLATION"
"954492","2","INFRACTION"
"954492","5","FELONY"
"954492","26","MISDEMEANOR"
"954492","1","VIOLATION"
"968238","8","FELONY"
"968238","12","MISDEMEANOR"
"963850","1","INFRACTION"
"963850","10","FELONY"
"963850","37","MISDEMEANOR"
"965932","11","FELONY"
"965932","22","MISDEMEANOR"
"939877","2","INFRACTION"
"939877","31","FELONY"
"939877","179","MISDEMEANOR"
"939877","3","VIOLATION"
"966441","3","FELONY"
"966441","10","MISDEMEANOR"
"966441","1","VIOLATION"
"953639","15","FELONY"
"953639","67","MISDEMEANOR"
"953639","3","VIOLATION"
"962218","7","INFRACTION"
"962218","11","FELONY"
"962218","38","MISDEMEANOR"
"962218","5","VIOLATION"
"934409","2","INFRACTION"
"934409","27","FELONY"
"934409","85","MISDEMEANOR"
"934409","2","VIOLATION"
"962928","36","FELONY"
"962928","85","MISDEMEANOR"
"959457","17","FELONY"
"959457","25","MISDEMEANOR"
"948621","1","INFRACTION"
"948621","60","FELONY"
"948621","181","MISDEMEANOR"
"948621","35","VIOLATION"
"952415","10","FELONY"
"952415","26","MISDEMEANOR"
"952415","5","VIOLATION"
"936136","1","INFRACTION"
"936136","27","FELONY"
"936136","56","MISDEMEANOR"
"936136","10","VIOLATION"
"961621","24","FELONY"
"961621","37","MISDEMEANOR"
"973053","3","FELONY"
"973053","7","MISDEMEANOR"
"970389","1","FELONY"
"970389","11","MISDEMEANOR"
"955719","3","INFRACTION"
"955719","15","FELONY"
"955719","41","MISDEMEANOR"
"955719","4","VIOLATION"
"926511","1","INFRACTION"
"926511","9","FELONY"
"926511","28","MISDEMEANOR"
"926511","1","VIOLATION"
"962219","5","FELONY"
"962219","10","MISDEMEANOR"
"939815","1","FELONY"
"939815","74","MISDEMEANOR"
"939815","17","VIOLATION"
"939878","1","INFRACTION"
"939878","17","FELONY"
"939878","75","MISDEMEANOR"
"939878","1","VIOLATION"
"937988","82","FELONY"
"937988","146","MISDEMEANOR"
"937988","3","VIOLATION"
"934137","2","INFRACTION"
"934137","2","FELONY"
"934137","42","MISDEMEANOR"
"934137","8","VIOLATION"
"934410","3","INFRACTION"
"934410","19","FELONY"
"934410","40","MISDEMEANOR"
"934410","1","VIOLATION"
"959458",NA,NA
"950012","23","FELONY"
"950012","269","MISDEMEANOR"
"950012","44","VIOLATION"
"964375","22","FELONY"
"964375","31","MISDEMEANOR"
"952416","46","FELONY"
"952416","66","MISDEMEANOR"
"952416","1","OTHER"
"952416","1","VIOLATION"
"968239","21","FELONY"
"968239","30","MISDEMEANOR"
"948300","40","FELONY"
"948300","154","MISDEMEANOR"
"948300","3","VIOLATION"
"962929","1","INFRACTION"
"962929","79","FELONY"
"962929","42","MISDEMEANOR"
"960165","2","INFRACTION"
"960165","20","FELONY"
"960165","35","MISDEMEANOR"
"960165","2","VIOLATION"
"950013","3","INFRACTION"
"950013","35","FELONY"
"950013","259","MISDEMEANOR"
"941351","3","INFRACTION"
"941351","16","FELONY"
"941351","72","MISDEMEANOR"
"941351","5","VIOLATION"
"965933","3","FELONY"
"965933","9","MISDEMEANOR"
"970977","2","FELONY"
"970977","4","MISDEMEANOR"
"927827","1","INFRACTION"
"927827","49","FELONY"
"927827","131","MISDEMEANOR"
"927827","2","VIOLATION"
"932263","46","FELONY"
"932263","58","MISDEMEANOR"
"932263","1","OTHER"
"932263","1","VIOLATION"
"932264","1","INFRACTION"
"932264","40","MISDEMEANOR"
"932264","10","VIOLATION"
"961622","39","FELONY"
"961622","100","MISDEMEANOR"
"961622","9","VIOLATION"
"950014","9","FELONY"
"950014","53","MISDEMEANOR"
"950014","3","VIOLATION"
"945472","207","FELONY"
"945472","238","MISDEMEANOR"
"945472","1","VIOLATION"
"972511","2","FELONY"
"972511","1","MISDEMEANOR"
"971321","4","FELONY"
"971321","12","MISDEMEANOR"
"954496","4","INFRACTION"
"954496","124","FELONY"
"954496","74","MISDEMEANOR"
"954496","1","OTHER"
"954496","38","VIOLATION"
"946395","2","INFRACTION"
"946395","19","FELONY"
"946395","89","MISDEMEANOR"
"946395","2","VIOLATION"
"945137","19","FELONY"
"945137","51","MISDEMEANOR"
"945137","2","VIOLATION"
"942958","5","FELONY"
"942958","29","MISDEMEANOR"
"942958","5","VIOLATION"
"932265","22","FELONY"
"932265","176","MISDEMEANOR"
"932265","6","OTHER"
"932265","2","VIOLATION"
"958260","6","FELONY"
"958260","29","MISDEMEANOR"
"948623","115","FELONY"
"948623","185","MISDEMEANOR"
"937990","5","INFRACTION"
"937990","32","FELONY"
"937990","67","MISDEMEANOR"
"937990","6","VIOLATION"
"939635","49","FELONY"
"939635","205","MISDEMEANOR"
"939635","1","VIOLATION"
"937991","191","FELONY"
"937991","426","MISDEMEANOR"
"937991","20","OTHER"
"937991","2","VIOLATION"
"961020","2","FELONY"
"961020","13","MISDEMEANOR"
"961020","1","VIOLATION"
"945473","37","FELONY"
"945473","284","MISDEMEANOR"
"945473","1","OTHER"
"945473","2","VIOLATION"
"963851","25","FELONY"
"963851","31","MISDEMEANOR"
"963851","1","VIOLATION"
"957850","1","INFRACTION"
"957850","53","FELONY"
"957850","67","MISDEMEANOR"
"957850","6","VIOLATION"
"936137","1","INFRACTION"
"936137","32","FELONY"
"936137","106","MISDEMEANOR"
"936137","4","VIOLATION"
"923566","1","INFRACTION"
"923566","11","FELONY"
"923566","125","MISDEMEANOR"
"923566","51","VIOLATION"
"967754","4","FELONY"
"967754","4","MISDEMEANOR"
"970391","8","FELONY"
"970391","30","MISDEMEANOR"
"972512","4","FELONY"
"972512","3","MISDEMEANOR"
"957336","1","INFRACTION"
"957336","22","FELONY"
"957336","42","MISDEMEANOR"
"945138","1","FELONY"
"945138","8","MISDEMEANOR"
"945138","13","VIOLATION"
"971801","2","FELONY"
"971801","5","MISDEMEANOR"
"969485","7","FELONY"
"969485","5","MISDEMEANOR"
"969486","1","FELONY"
"969486","13","MISDEMEANOR"
"961623","1","FELONY"
"961623","16","MISDEMEANOR"
"970392","2","FELONY"
"970392","5","MISDEMEANOR"
"956393","9","FELONY"
"956393","41","MISDEMEANOR"
"956393","2","VIOLATION"
"968940","14","FELONY"
"968940","11","MISDEMEANOR"
"936138","48","FELONY"
"936138","278","MISDEMEANOR"
"936138","20","VIOLATION"
"933617","18","FELONY"
"933617","78","MISDEMEANOR"
"933617","10","VIOLATION"
"973222",NA,NA
"957337","56","FELONY"
"957337","61","MISDEMEANOR"
"957337","4","VIOLATION"
"970978","1","FELONY"
"970978","4","MISDEMEANOR"
"933618","1","INFRACTION"
"933618","22","FELONY"
"933618","139","MISDEMEANOR"
"933618","4","VIOLATION"
"973054","1","FELONY"
"973054","1","MISDEMEANOR"
"952417","1","INFRACTION"
"952417","37","FELONY"
"952417","118","MISDEMEANOR"
"952417","3","VIOLATION"
"944329","4","FELONY"
"944329","59","MISDEMEANOR"
"944329","5","VIOLATION"
"948301","9","FELONY"
"948301","62","MISDEMEANOR"
"948625","2","INFRACTION"
"948625","81","FELONY"
"948625","120","MISDEMEANOR"
"948625","17","VIOLATION"
"964376","1","FELONY"
"964376","6","MISDEMEANOR"
"964376","1","VIOLATION"
"973223",NA,NA
"969487","3","FELONY"
"969487","2","MISDEMEANOR"
"929644","1","INFRACTION"
"929644","15","FELONY"
"929644","106","MISDEMEANOR"
"966443","22","FELONY"
"966443","88","MISDEMEANOR"
"970393","2","FELONY"
"970393","7","MISDEMEANOR"
"971802","1","FELONY"
"971802","6","MISDEMEANOR"
"968241","2","MISDEMEANOR"
"958261","9","FELONY"
"958261","8","MISDEMEANOR"
"893836","1","INFRACTION"
"893836","312","FELONY"
"893836","94","MISDEMEANOR"
"944249","45","FELONY"
"944249","185","MISDEMEANOR"
"944249","1","VIOLATION"
"973224",NA,NA
"929645","1","INFRACTION"
"929645","8","FELONY"
"929645","40","MISDEMEANOR"
"937993","7","INFRACTION"
"937993","21","FELONY"
"937993","100","MISDEMEANOR"
"937993","1","VIOLATION"
"931527","112","FELONY"
"931527","131","MISDEMEANOR"
"931527","14","VIOLATION"
"947972","1","INFRACTION"
"947972","24","FELONY"
"947972","81","MISDEMEANOR"
"947972","18","VIOLATION"
"945140","1","INFRACTION"
"945140","12","FELONY"
"945140","74","MISDEMEANOR"
"945140","9","VIOLATION"
"968941","7","FELONY"
"968941","6","MISDEMEANOR"
"961492","4","INFRACTION"
"961492","15","FELONY"
"961492","45","MISDEMEANOR"
"969488","10","FELONY"
"969488","8","MISDEMEANOR"
"947973","12","FELONY"
"947973","56","MISDEMEANOR"
"947973","19","VIOLATION"
"933619","5","FELONY"
"933619","19","MISDEMEANOR"
"933619","8","VIOLATION"
"934413","7","FELONY"
"934413","38","MISDEMEANOR"
"934413","3","VIOLATION"
"936637","1","INFRACTION"
"936637","3","FELONY"
"936637","18","MISDEMEANOR"
"936637","3","VIOLATION"
"942960","21","FELONY"
"942960","73","MISDEMEANOR"
"942960","12","VIOLATION"
"947891","18","FELONY"
"947891","78","MISDEMEANOR"
"947891","11","VIOLATION"
"965652","1","INFRACTION"
"965652","10","FELONY"
"965652","25","MISDEMEANOR"
"965652","1","VIOLATION"
"971803","8","FELONY"
"971803","6","MISDEMEANOR"
"959459","1","INFRACTION"
"959459","47","FELONY"
"959459","85","MISDEMEANOR"
"960167","21","FELONY"
"960167","32","MISDEMEANOR"
"963346","10","FELONY"
"963346","18","MISDEMEANOR"
"937995","1","INFRACTION"
"937995","2","FELONY"
"937995","25","MISDEMEANOR"
"937995","40","VIOLATION"
"921929","15","FELONY"
"921929","52","MISDEMEANOR"
"921929","23","VIOLATION"
"946413","1","FELONY"
"946413","194","MISDEMEANOR"
"946413","46","VIOLATION"
"960168","3","FELONY"
"960168","31","MISDEMEANOR"
"934414","3","INFRACTION"
"934414","145","FELONY"
"934414","311","MISDEMEANOR"
"934414","24","VIOLATION"
"945475","1","INFRACTION"
"945475","32","FELONY"
"945475","107","MISDEMEANOR"
"945475","1","OTHER"
"945475","42","VIOLATION"
"919921","295","FELONY"
"919921","381","MISDEMEANOR"
"919921","1","OTHER"
"919921","5","VIOLATION"
"944775","3","INFRACTION"
"944775","17","FELONY"
"944775","116","MISDEMEANOR"
"944775","5","VIOLATION"
"960169","10","FELONY"
"960169","50","MISDEMEANOR"
"960169","6","VIOLATION"
"946751","11","FELONY"
"946751","37","MISDEMEANOR"
"946751","1","OTHER"
"946751","1","VIOLATION"
"921877","10","INFRACTION"
"921877","1","FELONY"
"921877","57","MISDEMEANOR"
"921877","1","VIOLATION"
"950017","6","FELONY"
"950017","23","MISDEMEANOR"
"950017","5","VIOLATION"
"971804","1","MISDEMEANOR"
"960170","24","FELONY"
"960170","32","MISDEMEANOR"
"960170","1","VIOLATION"
"965935","1","FELONY"
"965935","12","MISDEMEANOR"
"932415","5","FELONY"
"932415","30","MISDEMEANOR"
"962931","1","FELONY"
"962931","4","MISDEMEANOR"
"962931","1","VIOLATION"
"967424","3","FELONY"
"967424","10","MISDEMEANOR"
"954929","3","INFRACTION"
"954929","26","FELONY"
"954929","30","MISDEMEANOR"
"954929","10","VIOLATION"
"958262","44","FELONY"
"958262","48","MISDEMEANOR"
"958262","1","VIOLATION"
"951507","215","FELONY"
"951507","95","MISDEMEANOR"
"951507","8","VIOLATION"
"971805","1","FELONY"
"971805","4","MISDEMEANOR"
"969489","5","FELONY"
"969489","8","MISDEMEANOR"
"960171","40","FELONY"
"960171","60","MISDEMEANOR"
"960171","2","VIOLATION"
"967425","5","FELONY"
"967425","4","MISDEMEANOR"
"972513","6","FELONY"
"972513","2","MISDEMEANOR"
"955723","2","INFRACTION"
"955723","27","FELONY"
"955723","40","MISDEMEANOR"
"955723","3","VIOLATION"
"954498","42","FELONY"
"954498","35","MISDEMEANOR"
"954498","4","VIOLATION"
"941356","2","INFRACTION"
"941356","193","FELONY"
"941356","300","MISDEMEANOR"
"941356","29","VIOLATION"
"951508","1","INFRACTION"
"951508","15","FELONY"
"951508","45","MISDEMEANOR"
"951508","8","VIOLATION"
"964890","21","FELONY"
"964890","19","MISDEMEANOR"
"961624","11","FELONY"
"961624","26","MISDEMEANOR"
"952419","3","INFRACTION"
"952419","10","FELONY"
"952419","40","MISDEMEANOR"
"952419","11","VIOLATION"
"960172","1","INFRACTION"
"960172","21","FELONY"
"960172","63","MISDEMEANOR"
"960172","1","VIOLATION"
"947708","2","INFRACTION"
"947708","44","FELONY"
"947708","87","MISDEMEANOR"
"947708","7","VIOLATION"
"958263","23","FELONY"
"958263","87","MISDEMEANOR"
"941357","1","INFRACTION"
"941357","5","FELONY"
"941357","62","MISDEMEANOR"
"941357","27","VIOLATION"
"968943","1","INFRACTION"
"968943","29","FELONY"
"968943","33","MISDEMEANOR"
"929646","3","FELONY"
"929646","12","MISDEMEANOR"
"929646","2","VIOLATION"
"888043","96","FELONY"
"888043","55","MISDEMEANOR"
"953640","51","FELONY"
"953640","78","MISDEMEANOR"
"946752","164","FELONY"
"946752","114","MISDEMEANOR"
"946752","10","VIOLATION"
"918706","4","INFRACTION"
"918706","91","FELONY"
"918706","95","MISDEMEANOR"
"918706","1","VIOLATION"
"968242","7","FELONY"
"968242","7","MISDEMEANOR"
"968242","1","VIOLATION"
"965654","31","FELONY"
"965654","30","MISDEMEANOR"
"964891","10","FELONY"
"964891","20","MISDEMEANOR"
"963852","3","FELONY"
"963852","2","MISDEMEANOR"
"901131","222","FELONY"
"901131","278","MISDEMEANOR"
"901131","11","OTHER"
"932266","4","INFRACTION"
"932266","10","FELONY"
"932266","63","MISDEMEANOR"
"932266","53","VIOLATION"
"937996","4","INFRACTION"
"937996","79","FELONY"
"937996","266","MISDEMEANOR"
"937996","2","OTHER"
"937996","2","VIOLATION"
"934416","47","FELONY"
"934416","56","MISDEMEANOR"
"934416","2","VIOLATION"
"964377","2","FELONY"
"964377","6","MISDEMEANOR"
"966945","3","FELONY"
"966945","6","MISDEMEANOR"
"955724","12","FELONY"
"955724","130","MISDEMEANOR"
"955724","17","VIOLATION"
"955725","7","INFRACTION"
"955725","6","FELONY"
"955725","56","MISDEMEANOR"
"955725","7","VIOLATION"
"963378","22","FELONY"
"963378","46","MISDEMEANOR"
"963378","2","VIOLATION"
"941358","87","FELONY"
"941358","249","MISDEMEANOR"
"941358","2","VIOLATION"
"936140","94","FELONY"
"936140","331","MISDEMEANOR"
"936140","34","VIOLATION"
"954776","10","FELONY"
"954776","23","MISDEMEANOR"
"954776","5","VIOLATION"
"946687","12","FELONY"
"946687","66","MISDEMEANOR"
"960173","19","FELONY"
"960173","33","MISDEMEANOR"
"967755","7","MISDEMEANOR"
"967755","1","VIOLATION"
"962222","50","FELONY"
"962222","89","MISDEMEANOR"
"962222","1","VIOLATION"
"941359","1","INFRACTION"
"941359","122","FELONY"
"941359","93","MISDEMEANOR"
"941359","7","VIOLATION"
"950018","1","INFRACTION"
"950018","32","FELONY"
"950018","73","MISDEMEANOR"
"950018","2","OTHER"
"950018","2","VIOLATION"
"932267","2","INFRACTION"
"932267","18","FELONY"
"932267","162","MISDEMEANOR"
"932267","23","VIOLATION"
"973225",NA,NA
"968944","22","FELONY"
"968944","20","MISDEMEANOR"
"945992","16","FELONY"
"945992","63","MISDEMEANOR"
"945992","5","VIOLATION"
"949700","4","FELONY"
"949700","25","MISDEMEANOR"
"949700","11","VIOLATION"
"960174","51","FELONY"
"960174","91","MISDEMEANOR"
"960174","2","VIOLATION"
"973226",NA,NA
"964892","9","FELONY"
"964892","43","MISDEMEANOR"
"948627","1","INFRACTION"
"948627","19","FELONY"
"948627","97","MISDEMEANOR"
"948627","2","VIOLATION"
"931528","5","FELONY"
"931528","43","MISDEMEANOR"
"958765","26","FELONY"
"958765","101","MISDEMEANOR"
"966444","8","MISDEMEANOR"
"966444","1","VIOLATION"
"973227",NA,NA
"939881","1","INFRACTION"
"939881","31","FELONY"
"939881","85","MISDEMEANOR"
"939881","13","VIOLATION"
"936141","23","FELONY"
"936141","55","MISDEMEANOR"
"936141","3","VIOLATION"
"896960","1","INFRACTION"
"896960","100","FELONY"
"896960","58","MISDEMEANOR"
"896960","1","OTHER"
"896960","4","VIOLATION"
"903358","19","INFRACTION"
"903358","145","FELONY"
"903358","558","MISDEMEANOR"
"903358","16","VIOLATION"
"939882","6","INFRACTION"
"939882","41","FELONY"
"939882","207","MISDEMEANOR"
"939882","9","VIOLATION"
"956395","53","FELONY"
"956395","69","MISDEMEANOR"
"956395","1","VIOLATION"
"966445","4","FELONY"
"966445","3","MISDEMEANOR"
"954499","6","FELONY"
"954499","51","MISDEMEANOR"
"954499","16","VIOLATION"
"963379","37","FELONY"
"963379","58","MISDEMEANOR"
"963379","2","VIOLATION"
"932138","5","MISDEMEANOR"
"973228",NA,NA
"957338","1","INFRACTION"
"957338","21","FELONY"
"957338","68","MISDEMEANOR"
"957338","3","VIOLATION"
"968243",NA,NA
"964378","6","FELONY"
"964378","18","MISDEMEANOR"
"951510","7","FELONY"
"951510","47","MISDEMEANOR"
"951510","12","VIOLATION"
"944331","74","FELONY"
"944331","151","MISDEMEANOR"
"939883","2","INFRACTION"
"939883","23","FELONY"
"939883","70","MISDEMEANOR"
"939883","4","VIOLATION"
"954500","1","INFRACTION"
"954500","10","FELONY"
"954500","40","MISDEMEANOR"
"954500","2","VIOLATION"
"936142","1","INFRACTION"
"936142","22","MISDEMEANOR"
"936142","2","OTHER"
"936142","1","VIOLATION"
"936143","6","FELONY"
"936143","25","MISDEMEANOR"
"936143","6","VIOLATION"
"963854","12","FELONY"
"963854","15","MISDEMEANOR"
"941360","63","FELONY"
"941360","36","MISDEMEANOR"
"941360","4","VIOLATION"
"944332","13","FELONY"
"944332","182","MISDEMEANOR"
"944332","1","OTHER"
"944332","12","VIOLATION"
"961626","32","FELONY"
"961626","23","MISDEMEANOR"
"961626","2","VIOLATION"
"945477","39","FELONY"
"945477","108","MISDEMEANOR"
"945477","7","VIOLATION"
"944333","18","FELONY"
"944333","52","MISDEMEANOR"
"944333","1","OTHER"
"944333","4","VIOLATION"
"905713","5","INFRACTION"
"905713","150","FELONY"
"905713","295","MISDEMEANOR"
"905713","11","VIOLATION"
"950020",NA,NA
"954501","2","INFRACTION"
"954501","8","FELONY"
"954501","56","MISDEMEANOR"
"954501","6","VIOLATION"
"937896","6","FELONY"
"937896","48","MISDEMEANOR"
"937896","1","VIOLATION"
"892206","66","FELONY"
"892206","19","MISDEMEANOR"
"892206","1","VIOLATION"
"952421","7","FELONY"
"952421","127","MISDEMEANOR"
"952421","1","VIOLATION"
"956204","27","FELONY"
"956204","69","MISDEMEANOR"
"956204","1","OTHER"
"970980","2","FELONY"
"970980","10","MISDEMEANOR"
"936144","1","INFRACTION"
"936144","1","FELONY"
"936144","26","MISDEMEANOR"
"936144","14","VIOLATION"
"933620","1","INFRACTION"
"933620","19","FELONY"
"933620","42","MISDEMEANOR"
"933620","1","VIOLATION"
"967756","1","INFRACTION"
"967756","10","FELONY"
"967756","34","MISDEMEANOR"
"966947","1","INFRACTION"
"966947","17","FELONY"
"966947","39","MISDEMEANOR"
"942962","16","FELONY"
"942962","56","MISDEMEANOR"
"929650","22","FELONY"
"929650","64","MISDEMEANOR"
"929650","19","VIOLATION"
"934417","21","FELONY"
"934417","58","MISDEMEANOR"
"934417","5","VIOLATION"
"936145","153","FELONY"
"936145","41","MISDEMEANOR"
"936145","2","VIOLATION"
"932801","11","FELONY"
"932801","66","MISDEMEANOR"
"932801","2","VIOLATION"
"954502","3","INFRACTION"
"954502","62","FELONY"
"954502","81","MISDEMEANOR"
"954502","9","VIOLATION"
"924897","2","INFRACTION"
"924897","593","FELONY"
"924897","406","MISDEMEANOR"
"924897","1","OTHER"
"924897","10","VIOLATION"
"960175","22","FELONY"
"960175","38","MISDEMEANOR"
"972401","1","FELONY"
"972401","9","MISDEMEANOR"
"950021","1","INFRACTION"
"950021","57","FELONY"
"950021","117","MISDEMEANOR"
"950021","20","VIOLATION"
"942893","1","INFRACTION"
"942893","3","FELONY"
"942893","101","MISDEMEANOR"
"942893","9","VIOLATION"
"934419","4","FELONY"
"934419","39","MISDEMEANOR"
"934419","23","VIOLATION"
"941363","59","FELONY"
"941363","235","MISDEMEANOR"
"941363","5","VIOLATION"
"940898","2","FELONY"
"940898","98","MISDEMEANOR"
"940898","22","VIOLATION"
"941364","9","FELONY"
"941364","49","MISDEMEANOR"
"941364","1","OTHER"
"941364","5","VIOLATION"
"952423","2","INFRACTION"
"952423","62","FELONY"
"952423","87","MISDEMEANOR"
"952423","15","VIOLATION"
"948255","1","INFRACTION"
"948255","7","FELONY"
"948255","44","MISDEMEANOR"
"948255","19","VIOLATION"
"933599","4","INFRACTION"
"933599","128","FELONY"
"933599","444","MISDEMEANOR"
"933599","1","OTHER"
"933599","48","VIOLATION"
"952424","11","FELONY"
"952424","77","MISDEMEANOR"
"952424","34","VIOLATION"
"944334","8","FELONY"
"944334","41","MISDEMEANOR"
"944334","1","VIOLATION"
"962223","14","FELONY"
"962223","84","MISDEMEANOR"
"954504","4","FELONY"
"954504","21","MISDEMEANOR"
"954504","11","VIOLATION"
"941019","14","FELONY"
"941019","58","MISDEMEANOR"
"941019","6","VIOLATION"
"972434","4","FELONY"
"972434","2","MISDEMEANOR"
"921127","380","FELONY"
"921127","201","MISDEMEANOR"
"921127","2","VIOLATION"
"967426","4","FELONY"
"967426","13","MISDEMEANOR"
"963380","15","FELONY"
"963380","37","MISDEMEANOR"
"963380","2","VIOLATION"
"955728","5","FELONY"
"955728","76","MISDEMEANOR"
"955728","27","VIOLATION"
"970981","2","FELONY"
"970981","10","MISDEMEANOR"
"950022","11","FELONY"
"950022","75","MISDEMEANOR"
"950022","3","VIOLATION"
"964894","1","INFRACTION"
"964894","6","FELONY"
"964894","25","MISDEMEANOR"
"964894","3","VIOLATION"
"968945","5","FELONY"
"968945","17","MISDEMEANOR"
"970395","1","FELONY"
"970395","2","MISDEMEANOR"
"968946","4","MISDEMEANOR"
"944335","7","FELONY"
"944335","38","MISDEMEANOR"
"952425","5","FELONY"
"952425","20","MISDEMEANOR"
"952425","13","VIOLATION"
"968244","6","FELONY"
"968244","22","MISDEMEANOR"
"971806","3","FELONY"
"971806","1","MISDEMEANOR"
"947710","34","FELONY"
"947710","184","MISDEMEANOR"
"947710","127","VIOLATION"
"929654","10","FELONY"
"929654","84","MISDEMEANOR"
"929654","19","VIOLATION"
"934421","78","FELONY"
"934421","205","MISDEMEANOR"
"934421","2","OTHER"
"934421","14","VIOLATION"
"930922","1","INFRACTION"
"930922","201","FELONY"
"930922","310","MISDEMEANOR"
"930922","1","VIOLATION"
"950023","6","FELONY"
"950023","66","MISDEMEANOR"
"950023","9","VIOLATION"
"934422","10","FELONY"
"934422","21","MISDEMEANOR"
"934422","1","VIOLATION"
"905719","2","INFRACTION"
"905719","453","FELONY"
"905719","175","MISDEMEANOR"
"905719","1","VIOLATION"
"970396","1","FELONY"
"970396","6","MISDEMEANOR"
"968245","5","FELONY"
"968245","15","MISDEMEANOR"
"960176","30","FELONY"
"960176","73","MISDEMEANOR"
"960176","1","VIOLATION"
"950024","1","INFRACTION"
"950024","108","FELONY"
"950024","242","MISDEMEANOR"
"950024","10","OTHER"
"950024","1","VIOLATION"
"969490","6","FELONY"
"969490","8","MISDEMEANOR"
"947892","1","INFRACTION"
"947892","14","FELONY"
"947892","71","MISDEMEANOR"
"947892","2","VIOLATION"
"942963","23","FELONY"
"942963","184","MISDEMEANOR"
"942963","18","VIOLATION"
"948629","8","FELONY"
"948629","55","MISDEMEANOR"
"948629","12","VIOLATION"
"962224","14","FELONY"
"962224","49","MISDEMEANOR"
"962224","1","VIOLATION"
"971322","1","FELONY"
"971322","3","MISDEMEANOR"
"964895","4","FELONY"
"964895","26","MISDEMEANOR"
"966446","23","FELONY"
"966446","26","MISDEMEANOR"
"962225","30","FELONY"
"962225","69","MISDEMEANOR"
"962225","1","VIOLATION"
"937999","227","FELONY"
"937999","273","MISDEMEANOR"
"937999","2","OTHER"
"937999","2","VIOLATION"
"929656","108","FELONY"
"929656","539","MISDEMEANOR"
"929656","16","VIOLATION"
"929424","239","FELONY"
"929424","163","MISDEMEANOR"
"929424","5","VIOLATION"
"973229",NA,NA
"932271","1","INFRACTION"
"932271","3","FELONY"
"932271","48","MISDEMEANOR"
"958266","70","FELONY"
"958266","39","MISDEMEANOR"
"958266","1","VIOLATION"
"936044","6","FELONY"
"936044","71","MISDEMEANOR"
"936044","2","VIOLATION"
"960177","30","FELONY"
"960177","36","MISDEMEANOR"
"919913","3","INFRACTION"
"919913","7","FELONY"
"919913","58","MISDEMEANOR"
"919913","5","VIOLATION"
"936147","4","INFRACTION"
"936147","96","FELONY"
"936147","152","MISDEMEANOR"
"936147","18","VIOLATION"
"950025","5","FELONY"
"950025","45","MISDEMEANOR"
"950025","4","VIOLATION"
"968246","3","MISDEMEANOR"
"947711","2","INFRACTION"
"947711","19","FELONY"
"947711","86","MISDEMEANOR"
"947711","9","VIOLATION"
"973230",NA,NA
"936149","290","FELONY"
"936149","399","MISDEMEANOR"
"936149","5","VIOLATION"
"972514","1","FELONY"
"960178","1","FELONY"
"960178","14","MISDEMEANOR"
"960178","2","VIOLATION"
"914534","3","INFRACTION"
"914534","348","FELONY"
"914534","263","MISDEMEANOR"
"914534","4","VIOLATION"
"959419","26","FELONY"
"959419","45","MISDEMEANOR"
"968248","9","FELONY"
"968248","28","MISDEMEANOR"
"968248","1","VIOLATION"
"965656","9","FELONY"
"965656","24","MISDEMEANOR"
"961318","17","FELONY"
"961318","40","MISDEMEANOR"
"961318","1","VIOLATION"
"954505","20","FELONY"
"954505","35","MISDEMEANOR"
