"taxnum","arrest_count","arrest_type"
"944692","224","MISDEMEANOR"
"944692","15","VIOLATION"
"947119","1","INFRACTION"
"947119","18","FELONY"
"947119","99","MISDEMEANOR"
"947119","1","OTHER"
"947119","151","VIOLATION"
"954015","2","FELONY"
"954015","71","MISDEMEANOR"
"954015","6","VIOLATION"
"961853","6","FELONY"
"961853","20","MISDEMEANOR"
"961853","2","VIOLATION"
"946691","4","FELONY"
"946691","51","MISDEMEANOR"
"946691","5","VIOLATION"
"943426","3","INFRACTION"
"943426","33","FELONY"
"943426","115","MISDEMEANOR"
"943426","14","VIOLATION"
"945871","3","INFRACTION"
"945871","32","FELONY"
"945871","65","MISDEMEANOR"
"945871","2","OTHER"
"945871","8","VIOLATION"
"941223","37","FELONY"
"941223","112","MISDEMEANOR"
"941223","1","OTHER"
"941223","21","VIOLATION"
"965768","2","FELONY"
"965768","17","MISDEMEANOR"
"965768","1","VIOLATION"
"924679","2","INFRACTION"
"924679","4","FELONY"
"924679","27","MISDEMEANOR"
"924679","2","VIOLATION"
"939768","2","INFRACTION"
"939768","159","FELONY"
"939768","146","MISDEMEANOR"
"939768","10","OTHER"
"939768","10","VIOLATION"
"963085","19","FELONY"
"963085","27","MISDEMEANOR"
"963085","1","VIOLATION"
"936844","3","INFRACTION"
"936844","38","FELONY"
"936844","81","MISDEMEANOR"
"936844","9","VIOLATION"
"971500","4","FELONY"
"971500","8","MISDEMEANOR"
"947120","172","FELONY"
"947120","210","MISDEMEANOR"
"947120","1","OTHER"
"947120","24","VIOLATION"
"960746","1","INFRACTION"
"960746","18","FELONY"
"960746","60","MISDEMEANOR"
"960746","5","VIOLATION"
"954016","8","FELONY"
"954016","103","MISDEMEANOR"
"954016","34","VIOLATION"
"969844","1","FELONY"
"969844","4","MISDEMEANOR"
"967564","48","FELONY"
"967564","42","MISDEMEANOR"
"965233","2","MISDEMEANOR"
"972033","1","INFRACTION"
"972033","4","MISDEMEANOR"
"966655","1","INFRACTION"
"966655","8","FELONY"
"966655","28","MISDEMEANOR"
"966655","1","VIOLATION"
"969145","4","FELONY"
"969145","9","MISDEMEANOR"
"945872","103","FELONY"
"945872","369","MISDEMEANOR"
"945872","16","VIOLATION"
"956788","1","INFRACTION"
"956788","104","FELONY"
"956788","111","MISDEMEANOR"
"956788","3","VIOLATION"
"928575","34","FELONY"
"928575","103","MISDEMEANOR"
"928575","5","VIOLATION"
"936846","70","FELONY"
"936846","46","MISDEMEANOR"
"936846","1","VIOLATION"
"895595","37","FELONY"
"895595","40","MISDEMEANOR"
"940328","15","FELONY"
"940328","250","MISDEMEANOR"
"940328","7","VIOLATION"
"967939",NA,NA
"947926","1","INFRACTION"
"947926","21","FELONY"
"947926","101","MISDEMEANOR"
"947926","43","VIOLATION"
"950663","2","INFRACTION"
"950663","44","FELONY"
"950663","93","MISDEMEANOR"
"950663","2","VIOLATION"
"944693","11","FELONY"
"944693","45","MISDEMEANOR"
"944693","1","VIOLATION"
"960747","19","FELONY"
"960747","47","MISDEMEANOR"
"960747","1","VIOLATION"
"972034","2","FELONY"
"972034","7","MISDEMEANOR"
"932842","2","INFRACTION"
"932842","12","FELONY"
"932842","32","MISDEMEANOR"
"932842","2","OTHER"
"932842","5","VIOLATION"
"941988","83","FELONY"
"941988","102","MISDEMEANOR"
"941988","1","VIOLATION"
"945219","14","FELONY"
"945219","48","MISDEMEANOR"
"945219","4","VIOLATION"
"950664","7","FELONY"
"950664","37","MISDEMEANOR"
"950664","8","VIOLATION"
"964082","12","FELONY"
"964082","14","MISDEMEANOR"
"947122","121","FELONY"
"947122","222","MISDEMEANOR"
"947122","22","VIOLATION"
"941989","74","FELONY"
"941989","241","MISDEMEANOR"
"941989","1","OTHER"
"941989","19","VIOLATION"
"967565","10","FELONY"
"967565","17","MISDEMEANOR"
"967565","2","VIOLATION"
"949878","2","FELONY"
"949878","23","MISDEMEANOR"
"949878","1","OTHER"
"949878","10","VIOLATION"
"967136","8","FELONY"
"967136","8","MISDEMEANOR"
"963086","27","FELONY"
"963086","75","MISDEMEANOR"
"958743","2","INFRACTION"
"958743","48","FELONY"
"958743","84","MISDEMEANOR"
"958743","4","VIOLATION"
"969845","4","FELONY"
"969845","2","MISDEMEANOR"
"969146","1","FELONY"
"969146","10","MISDEMEANOR"
"972719","4","FELONY"
"972719","4","MISDEMEANOR"
"968531","7","FELONY"
"968531","8","MISDEMEANOR"
"971501","7","FELONY"
"971501","16","MISDEMEANOR"
"938755","2","INFRACTION"
"938755","229","FELONY"
"938755","294","MISDEMEANOR"
"938755","1","OTHER"
"938755","9","VIOLATION"
"935093","3","INFRACTION"
"935093","43","FELONY"
"935093","82","MISDEMEANOR"
"935093","7","VIOLATION"
"924005","14","FELONY"
"924005","63","MISDEMEANOR"
"924005","95","VIOLATION"
"967940","14","FELONY"
"967940","41","MISDEMEANOR"
"924817","1","INFRACTION"
"924817","15","FELONY"
"924817","95","MISDEMEANOR"
"924817","7","VIOLATION"
"956789","9","FELONY"
"956789","26","MISDEMEANOR"
"956789","1","VIOLATION"
"884119","154","FELONY"
"884119","23","MISDEMEANOR"
"884119","1","OTHER"
"968532","5","FELONY"
"968532","12","MISDEMEANOR"
"950665","1","INFRACTION"
"950665","69","FELONY"
"950665","144","MISDEMEANOR"
"950665","1","OTHER"
"973508",NA,NA
"945874","12","FELONY"
"945874","32","MISDEMEANOR"
"945874","6","VIOLATION"
"950666","20","FELONY"
"950666","57","MISDEMEANOR"
"950666","3","VIOLATION"
"966656","7","FELONY"
"966656","23","MISDEMEANOR"
"966656","1","VIOLATION"
"941991","24","INFRACTION"
"941991","18","FELONY"
"941991","485","MISDEMEANOR"
"941991","144","VIOLATION"
"973108","6","MISDEMEANOR"
"947124","1","INFRACTION"
"947124","156","FELONY"
"947124","204","MISDEMEANOR"
"947124","12","VIOLATION"
"967138","10","FELONY"
"967138","19","MISDEMEANOR"
"932844","3","INFRACTION"
"932844","11","FELONY"
"932844","39","MISDEMEANOR"
"932844","22","VIOLATION"
"969846","15","FELONY"
"969846","30","MISDEMEANOR"
"948362","8","FELONY"
"948362","25","MISDEMEANOR"
"948362","5","VIOLATION"
"935094","1","INFRACTION"
"935094","9","FELONY"
"935094","75","MISDEMEANOR"
"935094","1","VIOLATION"
"888895","54","FELONY"
"888895","121","MISDEMEANOR"
"888895","2","VIOLATION"
"958745","28","FELONY"
"958745","30","MISDEMEANOR"
"930457","2","INFRACTION"
"930457","24","FELONY"
"930457","125","MISDEMEANOR"
"930457","25","VIOLATION"
"969847","3","FELONY"
"969847","7","MISDEMEANOR"
"943429","1","INFRACTION"
"943429","103","FELONY"
"943429","216","MISDEMEANOR"
"943429","1","OTHER"
"943429","21","VIOLATION"
"947125","13","FELONY"
"947125","54","MISDEMEANOR"
"947125","7","VIOLATION"
"963087","1","INFRACTION"
"963087","21","FELONY"
"963087","40","MISDEMEANOR"
"950532","7","FELONY"
"950532","25","MISDEMEANOR"
"950532","1","VIOLATION"
"960748","12","FELONY"
"960748","48","MISDEMEANOR"
"948363","183","FELONY"
"948363","267","MISDEMEANOR"
"948363","7","VIOLATION"
"940330","2","INFRACTION"
"940330","26","FELONY"
"940330","66","MISDEMEANOR"
"940330","2","VIOLATION"
"935095","11","FELONY"
"935095","98","MISDEMEANOR"
"935095","1","VIOLATION"
"936341","11","FELONY"
"936341","81","MISDEMEANOR"
"936341","1","VIOLATION"
"932845","7","FELONY"
"932845","67","MISDEMEANOR"
"952922","6","FELONY"
"952922","102","MISDEMEANOR"
"952922","18","VIOLATION"
"932846","8","FELONY"
"932846","21","MISDEMEANOR"
"932846","2","VIOLATION"
"950668","16","FELONY"
"950668","33","MISDEMEANOR"
"950668","6","VIOLATION"
"968533","22","FELONY"
"968533","21","MISDEMEANOR"
"924014","66","FELONY"
"924014","66","MISDEMEANOR"
"924014","12","VIOLATION"
"935096","26","FELONY"
"935096","50","MISDEMEANOR"
"935096","1","VIOLATION"
"959722","1","INFRACTION"
"959722","53","FELONY"
"959722","62","MISDEMEANOR"
"959722","8","VIOLATION"
"917811","4","INFRACTION"
"917811","1","FELONY"
"917811","21","MISDEMEANOR"
"917811","6","VIOLATION"
"960749","16","INFRACTION"
"960749","36","FELONY"
"960749","128","MISDEMEANOR"
"947623","2","INFRACTION"
"947623","14","FELONY"
"947623","68","MISDEMEANOR"
"947623","4","VIOLATION"
"957729","31","FELONY"
"957729","33","MISDEMEANOR"
"957729","1","VIOLATION"
"954994","79","FELONY"
"954994","57","MISDEMEANOR"
"954994","23","VIOLATION"
"949157","2","INFRACTION"
"949157","59","FELONY"
"949157","125","MISDEMEANOR"
"949157","11","VIOLATION"
"972036","9","FELONY"
"972036","14","MISDEMEANOR"
"968534","12","FELONY"
"968534","26","MISDEMEANOR"
"950669","11","FELONY"
"950669","50","MISDEMEANOR"
"950669","4","VIOLATION"
"916985","2","INFRACTION"
"916985","365","FELONY"
"916985","48","MISDEMEANOR"
"916985","84","OTHER"
"916985","5","VIOLATION"
"920453","1","INFRACTION"
"920453","4","FELONY"
"920453","9","MISDEMEANOR"
"920453","1","OTHER"
"920453","1","VIOLATION"
"960750","6","FELONY"
"960750","16","MISDEMEANOR"
"917812","1","INFRACTION"
"917812","3","FELONY"
"917812","110","MISDEMEANOR"
"917812","39","VIOLATION"
"957730","6","FELONY"
"957730","28","MISDEMEANOR"
"957730","1","VIOLATION"
"951861","150","MISDEMEANOR"
"951861","53","VIOLATION"
"951862","1","INFRACTION"
"951862","24","FELONY"
"951862","109","MISDEMEANOR"
"951862","12","VIOLATION"
"941992","4","INFRACTION"
"941992","50","FELONY"
"941992","47","MISDEMEANOR"
"941992","2","VIOLATION"
"891678","1","INFRACTION"
"891678","146","FELONY"
"891678","37","MISDEMEANOR"
"891678","1","OTHER"
"943430","1","INFRACTION"
"943430","23","FELONY"
"943430","127","MISDEMEANOR"
"943430","11","VIOLATION"
"945875","38","FELONY"
"945875","151","MISDEMEANOR"
"945875","54","VIOLATION"
"972037","3","FELONY"
"972037","5","MISDEMEANOR"
"935098","18","FELONY"
"935098","51","MISDEMEANOR"
"935098","38","VIOLATION"
"958746","32","FELONY"
"958746","99","MISDEMEANOR"
"958746","2","VIOLATION"
"952923","141","FELONY"
"952923","123","MISDEMEANOR"
"962518","2","FELONY"
"962518","5","MISDEMEANOR"
"972038","3","FELONY"
"972038","8","MISDEMEANOR"
"959723","37","FELONY"
"959723","55","MISDEMEANOR"
"959723","1","VIOLATION"
"956791","10","FELONY"
"956791","26","MISDEMEANOR"
"967941","2","FELONY"
"967941","5","MISDEMEANOR"
"945876","2","FELONY"
"945876","163","MISDEMEANOR"
"945876","26","VIOLATION"
"940331","1","INFRACTION"
"940331","161","FELONY"
"940331","280","MISDEMEANOR"
"940331","30","VIOLATION"
"938757","39","FELONY"
"938757","118","MISDEMEANOR"
"938757","1","OTHER"
"938757","7","VIOLATION"
"973509",NA,NA
"930462","1","INFRACTION"
"930462","7","FELONY"
"930462","16","MISDEMEANOR"
"930462","23","VIOLATION"
"935100","7","INFRACTION"
"935100","37","FELONY"
"935100","107","MISDEMEANOR"
"935100","1","OTHER"
"935100","40","VIOLATION"
"965235","20","FELONY"
"965235","17","MISDEMEANOR"
"949158","9","FELONY"
"949158","77","MISDEMEANOR"
"933751","4","INFRACTION"
"933751","23","FELONY"
"933751","99","MISDEMEANOR"
"933751","1","OTHER"
"933751","6","VIOLATION"
"959724","1","INFRACTION"
"959724","25","FELONY"
"959724","72","MISDEMEANOR"
"959724","1","OTHER"
"959724","1","VIOLATION"
"963589","39","FELONY"
"963589","55","MISDEMEANOR"
"940624","3","INFRACTION"
"940624","28","FELONY"
"940624","141","MISDEMEANOR"
"920455","42","FELONY"
"920455","103","MISDEMEANOR"
"920455","1","VIOLATION"
"901759","1","INFRACTION"
"901759","99","FELONY"
"901759","95","MISDEMEANOR"
"901759","5","VIOLATION"
"969149","14","FELONY"
"969149","9","MISDEMEANOR"
"964585","6","FELONY"
"964585","28","MISDEMEANOR"
"951863","55","FELONY"
"951863","29","MISDEMEANOR"
"951863","7","VIOLATION"
"932848","16","FELONY"
"932848","97","MISDEMEANOR"
"932848","34","VIOLATION"
"956792","2","INFRACTION"
"956792","6","FELONY"
"956792","22","MISDEMEANOR"
"956792","1","VIOLATION"
"884130","11","INFRACTION"
"884130","123","FELONY"
"884130","51","MISDEMEANOR"
"884130","5","OTHER"
"884130","1","VIOLATION"
"972039","4","MISDEMEANOR"
"924682","16","FELONY"
"924682","102","MISDEMEANOR"
"924682","3","VIOLATION"
"960751","1","INFRACTION"
"960751","37","FELONY"
"960751","69","MISDEMEANOR"
"960751","9","VIOLATION"
"944695","1","INFRACTION"
"944695","105","FELONY"
"944695","83","MISDEMEANOR"
"944695","27","VIOLATION"
"951864","1","INFRACTION"
"951864","7","FELONY"
"951864","42","MISDEMEANOR"
"951864","5","VIOLATION"
"936849","95","FELONY"
"936849","141","MISDEMEANOR"
"936849","1","OTHER"
"936849","6","VIOLATION"
"943431","12","FELONY"
"943431","63","MISDEMEANOR"
"943431","2","OTHER"
"943431","8","VIOLATION"
"919234","5","INFRACTION"
"919234","23","FELONY"
"919234","231","MISDEMEANOR"
"919234","131","VIOLATION"
"947737","11","FELONY"
"947737","76","MISDEMEANOR"
"947737","6","VIOLATION"
"949159","15","FELONY"
"949159","56","MISDEMEANOR"
"949159","5","VIOLATION"
"936850","1","INFRACTION"
"936850","167","FELONY"
"936850","266","MISDEMEANOR"
"936850","1","OTHER"
"936850","11","VIOLATION"
"935102","2","INFRACTION"
"935102","252","FELONY"
"935102","223","MISDEMEANOR"
"935102","1","VIOLATION"
"967942","14","FELONY"
"967942","31","MISDEMEANOR"
"936851","10","FELONY"
"936851","20","MISDEMEANOR"
"936851","1","OTHER"
"936851","2","VIOLATION"
"921458","1","INFRACTION"
"921458","27","FELONY"
"921458","44","MISDEMEANOR"
"921458","4","VIOLATION"
"964084","65","FELONY"
"964084","57","MISDEMEANOR"
"949161","55","FELONY"
"949161","241","MISDEMEANOR"
"949161","18","VIOLATION"
"950670","1","INFRACTION"
"950670","26","FELONY"
"950670","42","MISDEMEANOR"
"950670","3","VIOLATION"
"960752","24","FELONY"
"960752","68","MISDEMEANOR"
"960752","1","OTHER"
"950671","7","FELONY"
"950671","29","MISDEMEANOR"
"950671","5","VIOLATION"
"936852",NA,NA
"960753","63","FELONY"
"960753","103","MISDEMEANOR"
"970632","2","FELONY"
"970632","6","MISDEMEANOR"
"967566","2","FELONY"
"967566","1","MISDEMEANOR"
"972040","6","FELONY"
"972040","10","MISDEMEANOR"
"956793","47","FELONY"
"956793","59","MISDEMEANOR"
"956793","1","VIOLATION"
"935103","8","FELONY"
"935103","16","MISDEMEANOR"
"960754","15","FELONY"
"960754","22","MISDEMEANOR"
"960754","2","VIOLATION"
"933890","267","FELONY"
"933890","250","MISDEMEANOR"
"933890","1","OTHER"
"933890","1","VIOLATION"
"935104","1","INFRACTION"
"935104","199","FELONY"
"935104","512","MISDEMEANOR"
"935104","1","OTHER"
"935104","33","VIOLATION"
"962519","14","FELONY"
"962519","38","MISDEMEANOR"
"962519","1","VIOLATION"
"959726","1","INFRACTION"
"959726","55","FELONY"
"959726","94","MISDEMEANOR"
"924018","3","INFRACTION"
"924018","19","FELONY"
"924018","41","MISDEMEANOR"
"958747","65","FELONY"
"958747","59","MISDEMEANOR"
"958747","4","VIOLATION"
"959727","1","INFRACTION"
"959727","77","FELONY"
"959727","86","MISDEMEANOR"
"959727","2","VIOLATION"
"949162","2","INFRACTION"
"949162","52","FELONY"
"949162","114","MISDEMEANOR"
"971502","2","FELONY"
"971502","8","MISDEMEANOR"
"927309","55","FELONY"
"927309","102","MISDEMEANOR"
"927309","3","VIOLATION"
"949891","1","INFRACTION"
"949891","23","FELONY"
"949891","38","MISDEMEANOR"
"949891","7","VIOLATION"
"941996","34","FELONY"
"941996","302","MISDEMEANOR"
"941996","40","VIOLATION"
"957732","1","INFRACTION"
"957732","38","FELONY"
"957732","84","MISDEMEANOR"
"957732","1","VIOLATION"
"951866","1","INFRACTION"
"951866","7","FELONY"
"951866","42","MISDEMEANOR"
"951866","8","VIOLATION"
"936854","5","INFRACTION"
"936854","20","FELONY"
"936854","93","MISDEMEANOR"
"936854","12","VIOLATION"
"936855","59","FELONY"
"936855","199","MISDEMEANOR"
"936855","1","VIOLATION"
"947128","1","INFRACTION"
"947128","15","FELONY"
"947128","62","MISDEMEANOR"
"947128","3","VIOLATION"
"954995","1","FELONY"
"954995","52","MISDEMEANOR"
"954995","3","VIOLATION"
"956017","1","FELONY"
"956017","49","MISDEMEANOR"
"956017","27","VIOLATION"
"956018","5","INFRACTION"
"956018","55","FELONY"
"956018","58","MISDEMEANOR"
"956018","1","VIOLATION"
"967943","20","FELONY"
"967943","27","MISDEMEANOR"
"899418","1","INFRACTION"
"899418","42","FELONY"
"899418","26","MISDEMEANOR"
"899418","3","VIOLATION"
"969849","4","FELONY"
"969849","10","MISDEMEANOR"
"930468","1","INFRACTION"
"930468","50","FELONY"
"930468","166","MISDEMEANOR"
"930468","2","OTHER"
"930468","6","VIOLATION"
"952925","2","INFRACTION"
"952925","13","MISDEMEANOR"
"952925","6","VIOLATION"
"971503","1","FELONY"
"971503","9","MISDEMEANOR"
"943432","2","INFRACTION"
"943432","15","FELONY"
"943432","46","MISDEMEANOR"
"943432","8","VIOLATION"
"958748","46","FELONY"
"958748","49","MISDEMEANOR"
"958748","2","VIOLATION"
"904255","6","INFRACTION"
"904255","69","FELONY"
"904255","186","MISDEMEANOR"
"904255","2","OTHER"
"904255","5","VIOLATION"
"932850","118","FELONY"
"932850","203","MISDEMEANOR"
"932850","5","VIOLATION"
"958749","10","FELONY"
"958749","47","MISDEMEANOR"
"964085","12","FELONY"
"964085","23","MISDEMEANOR"
"904256",NA,NA
"964086","2","INFRACTION"
"964086","40","FELONY"
"964086","72","MISDEMEANOR"
"963591","19","FELONY"
"963591","38","MISDEMEANOR"
"890281",NA,NA
"948364","74","FELONY"
"948364","168","MISDEMEANOR"
"948364","3","VIOLATION"
"949163","75","FELONY"
"949163","81","MISDEMEANOR"
"949163","12","VIOLATION"
"943433","1","INFRACTION"
"943433","13","FELONY"
"943433","76","MISDEMEANOR"
"930470","25","FELONY"
"930470","279","MISDEMEANOR"
"930470","6","VIOLATION"
"971548","1","FELONY"
"971548","2","MISDEMEANOR"
"958750","71","FELONY"
"958750","76","MISDEMEANOR"
"958750","2","VIOLATION"
"949164","11","FELONY"
"949164","103","MISDEMEANOR"
"949164","22","VIOLATION"
"964087","6","FELONY"
"964087","16","MISDEMEANOR"
"964087","2","VIOLATION"
"936857","9","FELONY"
"936857","69","MISDEMEANOR"
"936857","15","VIOLATION"
"971504","8","FELONY"
"971504","6","MISDEMEANOR"
"891685","405","FELONY"
"891685","65","MISDEMEANOR"
"891685","1","OTHER"
"957733","6","FELONY"
"957733","11","MISDEMEANOR"
"966657","6","FELONY"
"966657","21","MISDEMEANOR"
"901767","55","FELONY"
"901767","61","MISDEMEANOR"
"901767","1","VIOLATION"
"938760","22","FELONY"
"938760","93","MISDEMEANOR"
"938760","1","VIOLATION"
"919237",NA,NA
"969150","8","FELONY"
"969150","21","MISDEMEANOR"
"924818","2","INFRACTION"
"924818","50","FELONY"
"924818","67","MISDEMEANOR"
"924818","2","VIOLATION"
"935105","75","FELONY"
"935105","415","MISDEMEANOR"
"935105","6","VIOLATION"
"904259","109","FELONY"
"904259","339","MISDEMEANOR"
"904259","1","OTHER"
"904259","8","VIOLATION"
"962521","10","FELONY"
"962521","19","MISDEMEANOR"
"935106","117","FELONY"
"935106","112","MISDEMEANOR"
"935106","8","VIOLATION"
"899312","1","INFRACTION"
"899312","109","FELONY"
"899312","213","MISDEMEANOR"
"899312","1","OTHER"
"899312","1","VIOLATION"
"949165","1","INFRACTION"
"949165","51","FELONY"
"949165","93","MISDEMEANOR"
"949165","11","OTHER"
"949165","7","VIOLATION"
"904261","2","INFRACTION"
"904261","28","FELONY"
"904261","98","MISDEMEANOR"
"904261","66","VIOLATION"
"917817","2","INFRACTION"
"917817","20","FELONY"
"917817","21","MISDEMEANOR"
"901769","166","FELONY"
"901769","24","MISDEMEANOR"
"921461","3","INFRACTION"
"921461","64","FELONY"
"921461","142","MISDEMEANOR"
"921461","3","VIOLATION"
"966918",NA,NA
"971505","1","FELONY"
"971505","10","MISDEMEANOR"
"954997","1","INFRACTION"
"954997","11","FELONY"
"954997","44","MISDEMEANOR"
"954997","9","VIOLATION"
"945425","27","FELONY"
"945425","119","MISDEMEANOR"
"945425","11","VIOLATION"
"944095","11","FELONY"
"944095","101","MISDEMEANOR"
"944095","97","VIOLATION"
"943656","4","FELONY"
"943656","126","MISDEMEANOR"
"943656","107","VIOLATION"
"956794","4","INFRACTION"
"956794","52","FELONY"
"956794","111","MISDEMEANOR"
"956794","11","VIOLATION"
"949166","23","FELONY"
"949166","25","MISDEMEANOR"
"949166","8","VIOLATION"
"938761","28","FELONY"
"938761","116","MISDEMEANOR"
"938761","2","VIOLATION"
"943434","1","INFRACTION"
"943434","15","FELONY"
"943434","110","MISDEMEANOR"
"944697","12","FELONY"
"944697","84","MISDEMEANOR"
"944697","31","VIOLATION"
"954999","78","FELONY"
"954999","63","MISDEMEANOR"
"954999","2","OTHER"
"954999","1","VIOLATION"
"936859","85","FELONY"
"936859","114","MISDEMEANOR"
"936859","12","VIOLATION"
"955000","85","FELONY"
"955000","101","MISDEMEANOR"
"955000","4","VIOLATION"
"967139","33","FELONY"
"967139","15","MISDEMEANOR"
"967139","1","VIOLATION"
"941999","5","FELONY"
"941999","120","MISDEMEANOR"
"941999","12","VIOLATION"
"967140","22","FELONY"
"967140","52","MISDEMEANOR"
"943436","33","FELONY"
"943436","46","MISDEMEANOR"
"943436","2","VIOLATION"
"958752","2","INFRACTION"
"958752","18","FELONY"
"958752","35","MISDEMEANOR"
"958752","1","VIOLATION"
"901050","28","FELONY"
"901050","33","MISDEMEANOR"
"901050","4","VIOLATION"
"963090","31","FELONY"
"963090","64","MISDEMEANOR"
"968535","3","FELONY"
"968535","11","MISDEMEANOR"
"950675","15","FELONY"
"950675","35","MISDEMEANOR"
"950675","1","VIOLATION"
"938764","62","FELONY"
"938764","108","MISDEMEANOR"
"938764","1","VIOLATION"
"945877","2","INFRACTION"
"945877","18","FELONY"
"945877","121","MISDEMEANOR"
"945877","12","VIOLATION"
"940332","78","FELONY"
"940332","236","MISDEMEANOR"
"940332","2","VIOLATION"
"915999","1","INFRACTION"
"915999","114","FELONY"
"915999","120","MISDEMEANOR"
"915999","1","OTHER"
"915999","9","VIOLATION"
"952926","1","INFRACTION"
"952926","6","FELONY"
"952926","36","MISDEMEANOR"
"952926","6","VIOLATION"
"942001","53","FELONY"
"942001","145","MISDEMEANOR"
"942001","13","VIOLATION"
"959729","14","FELONY"
"959729","31","MISDEMEANOR"
"961856","2","INFRACTION"
"961856","27","FELONY"
"961856","70","MISDEMEANOR"
"961856","1","VIOLATION"
"944096","4","INFRACTION"
"944096","154","FELONY"
"944096","294","MISDEMEANOR"
"944096","12","VIOLATION"
"966134","5","FELONY"
"966134","24","MISDEMEANOR"
"959730","14","FELONY"
"959730","31","MISDEMEANOR"
"962523","1","INFRACTION"
"962523","19","FELONY"
"962523","40","MISDEMEANOR"
"962523","2","VIOLATION"
"969851","5","FELONY"
"969851","13","MISDEMEANOR"
"971506","6","MISDEMEANOR"
"972041",NA,NA
"961857","4","FELONY"
"961857","35","MISDEMEANOR"
"972720","1","FELONY"
"972720","3","MISDEMEANOR"
"963091","48","FELONY"
"963091","56","MISDEMEANOR"
"963091","1","VIOLATION"
"972042","2","FELONY"
"972042","5","MISDEMEANOR"
"960756","5","FELONY"
"960756","39","MISDEMEANOR"
"960756","20","VIOLATION"
"973510",NA,NA
"950676","6","FELONY"
"950676","107","MISDEMEANOR"
"950676","23","VIOLATION"
"950677","98","FELONY"
"950677","158","MISDEMEANOR"
"950677","1","OTHER"
"950677","26","VIOLATION"
"964589","7","MISDEMEANOR"
"969852","7","MISDEMEANOR"
"969852","1","VIOLATION"
"970633",NA,NA
"956019","1","FELONY"
"956019","22","MISDEMEANOR"
"964590","6","FELONY"
"964590","11","MISDEMEANOR"
"964591","6","FELONY"
"964591","25","MISDEMEANOR"
"964591","1","VIOLATION"
"973511",NA,NA
"952927","13","FELONY"
"952927","55","MISDEMEANOR"
"952927","1","VIOLATION"
"938765","39","FELONY"
"938765","212","MISDEMEANOR"
"938765","13","VIOLATION"
"947130","3","INFRACTION"
"947130","7","FELONY"
"947130","130","MISDEMEANOR"
"947130","4","VIOLATION"
"965771","3","FELONY"
"965771","16","MISDEMEANOR"
"944699","1","INFRACTION"
"944699","58","FELONY"
"944699","182","MISDEMEANOR"
"944699","1","OTHER"
"944699","8","VIOLATION"
"969853","2","FELONY"
"967944","1","FELONY"
"967944","4","MISDEMEANOR"
"969151","5","FELONY"
"969151","13","MISDEMEANOR"
"969151","1","VIOLATION"
"970634","5","FELONY"
"970634","16","MISDEMEANOR"
"970635","7","MISDEMEANOR"
"945878","88","FELONY"
"945878","146","MISDEMEANOR"
"945878","10","VIOLATION"
"952028","70","FELONY"
"952028","77","MISDEMEANOR"
"952028","4","VIOLATION"
"918647",NA,NA
"920459","1","INFRACTION"
"920459","49","FELONY"
"920459","22","MISDEMEANOR"
"920459","10","VIOLATION"
"961858","1","INFRACTION"
"961858","17","FELONY"
"961858","31","MISDEMEANOR"
"952928","3","INFRACTION"
"952928","15","FELONY"
"952928","57","MISDEMEANOR"
"952928","13","OTHER"
"952928","11","VIOLATION"
"965237","1","INFRACTION"
"965237","4","FELONY"
"965237","31","MISDEMEANOR"
"966094","2","FELONY"
"966094","15","MISDEMEANOR"
"969152","6","FELONY"
"969152","4","MISDEMEANOR"
"955003","15","FELONY"
"955003","34","MISDEMEANOR"
"955003","20","VIOLATION"
"956020","2","INFRACTION"
"956020","7","FELONY"
"956020","62","MISDEMEANOR"
"956020","4","VIOLATION"
"973512",NA,NA
"948365","1","FELONY"
"948365","32","MISDEMEANOR"
"948365","1","VIOLATION"
"965238","9","FELONY"
"965238","35","MISDEMEANOR"
"948062","34","FELONY"
"948062","82","MISDEMEANOR"
"948062","8","VIOLATION"
"958755","1","INFRACTION"
"958755","2","FELONY"
"958755","7","MISDEMEANOR"
"967141","3","FELONY"
"967141","3","MISDEMEANOR"
"927025","1","INFRACTION"
"927025","45","FELONY"
"927025","167","MISDEMEANOR"
"927025","17","VIOLATION"
"973513",NA,NA
"933893","17","FELONY"
"933893","66","MISDEMEANOR"
"933893","11","VIOLATION"
"968537","1","FELONY"
"968537","4","MISDEMEANOR"
"972043","1","FELONY"
"972043","2","MISDEMEANOR"
"963592","2","FELONY"
"963592","4","MISDEMEANOR"
"968538","1","FELONY"
"968538","7","MISDEMEANOR"
"935110","1","INFRACTION"
"935110","12","FELONY"
"935110","29","MISDEMEANOR"
"935110","5","VIOLATION"
"949880","4","FELONY"
"949880","41","MISDEMEANOR"
"949880","22","VIOLATION"
"957734","1","INFRACTION"
"957734","16","FELONY"
"957734","69","MISDEMEANOR"
"957734","2","VIOLATION"
"973109","1","MISDEMEANOR"
"927026","30","FELONY"
"927026","150","MISDEMEANOR"
"927026","37","VIOLATION"
"958756","6","FELONY"
"958756","30","MISDEMEANOR"
"958756","1","VIOLATION"
"973514",NA,NA
"964592","19","FELONY"
"964592","28","MISDEMEANOR"
"967945","7","FELONY"
"967945","7","MISDEMEANOR"
"973515",NA,NA
"954020","11","FELONY"
"954020","24","MISDEMEANOR"
"954020","7","VIOLATION"
"965239","5","FELONY"
"965239","15","MISDEMEANOR"
"958757","8","FELONY"
"958757","16","MISDEMEANOR"
"956796","35","FELONY"
