"taxnum","date","charge_count","allegation_count"
"973117",NA,NA,NA
"968606",NA,NA,NA
"972768",NA,NA,NA
"954099",NA,NA,NA
"967185",NA,NA,NA
"958879",NA,NA,NA
"969941",NA,NA,NA
"972769",NA,NA,NA
"957812",NA,NA,NA
"969942",NA,NA,NA
"946693",NA,NA,NA
"961916",NA,NA,NA
"962580",NA,NA,NA
"928710",NA,NA,NA
"973571",NA,NA,NA
"953051",NA,NA,NA
"957813",NA,NA,NA
"964139",NA,NA,NA
"948241",NA,NA,NA
"938940","5/25/2018","2",NA
"935254","11/28/2011","4",NA
"940425",NA,NA,NA
"951969",NA,NA,NA
"933967","1/24/2013","3",NA
"940426",NA,NA,NA
"945234",NA,NA,NA
"965789",NA,NA,NA
"969943",NA,NA,NA
"949254",NA,NA,NA
"951970",NA,NA,NA
"904455",NA,NA,NA
"953053",NA,NA,NA
"919345",NA,NA,NA
"952894",NA,NA,NA
"959791",NA,NA,NA
"967186",NA,NA,NA
"938941",NA,NA,NA
"945953",NA,NA,NA
"970465",NA,NA,NA
"960855",NA,NA,NA
"937031",NA,NA,NA
"928158",NA,NA,NA
"950824",NA,NA,NA
"949255",NA,NA,NA
"942128",NA,NA,NA
"972087",NA,NA,NA
"930471",NA,NA,NA
"943523",NA,NA,NA
"907657",NA,NA,NA
"917935",NA,NA,NA
"940429",NA,NA,NA
"969944",NA,NA,NA
"971550",NA,NA,NA
"968608",NA,NA,NA
"972770",NA,NA,NA
"953054",NA,NA,NA
"950825",NA,NA,NA
"938942",NA,NA,NA
"924138",NA,NA,NA
"932962",NA,NA,NA
"955126",NA,NA,NA
"955127",NA,NA,NA
"937032",NA,NA,NA
"955128",NA,NA,NA
"953868",NA,NA,NA
"956886",NA,NA,NA
"961917",NA,NA,NA
"956887",NA,NA,NA
"955130",NA,NA,NA
"961918","4/5/2019","1",NA
"951971",NA,NA,NA
"961919",NA,NA,NA
"959402",NA,NA,NA
"944624",NA,NA,NA
"957814",NA,NA,NA
"917119",NA,NA,NA
"941288","5/28/2015","1",NA
"969945",NA,NA,NA
"944771",NA,NA,NA
"927135",NA,NA,NA
"950826",NA,NA,NA
"972088",NA,NA,NA
"945235",NA,NA,NA
"949887",NA,NA,NA
"960878",NA,NA,NA
"940430",NA,NA,NA
"966190",NA,NA,NA
"903165",NA,NA,NA
"970681",NA,NA,NA
"963633",NA,NA,NA
"927137","6/29/2010","1",NA
"927137","6/19/2015","1",NA
"950827",NA,NA,NA
"947215",NA,NA,NA
"945954","12/7/2021",NA,"3"
"930653","1/15/2022",NA,"1"
"941067",NA,NA,NA
"925674",NA,NA,NA
"928713",NA,NA,NA
"959792",NA,NA,NA
"900474",NA,NA,NA
"945955",NA,NA,NA
"962582",NA,NA,NA
"919349",NA,NA,NA
"924702",NA,NA,NA
"960880","4/28/2022",NA,"2"
"954100",NA,NA,NA
"938945",NA,NA,NA
"953318",NA,NA,NA
"884290",NA,NA,NA
"941068","2/3/2015","1",NA
"941068","12/7/2016","4",NA
"941068","3/20/2017","2",NA
"945956","3/4/2015","3",NA
"969196",NA,NA,NA
"966694",NA,NA,NA
"967988",NA,NA,NA
"968609",NA,NA,NA
"944772",NA,NA,NA
"960881",NA,NA,NA
"938946",NA,NA,NA
"927140",NA,NA,NA
"945957",NA,NA,NA
"951885",NA,NA,NA
"949258",NA,NA,NA
"960882",NA,NA,NA
"927614",NA,NA,NA
"947216",NA,NA,NA
"925676",NA,NA,NA
"937033",NA,NA,NA
"922710","3/21/2019","3",NA
"969946",NA,NA,NA
"972089",NA,NA,NA
"966695",NA,NA,NA
"953056",NA,NA,NA
"944773",NA,NA,NA
"949888","3/3/2016","3",NA
"927141",NA,NA,NA
"931806",NA,NA,NA
"964140",NA,NA,NA
"947217",NA,NA,NA
"922712",NA,NA,NA
"967594",NA,NA,NA
"968610",NA,NA,NA
"953057","3/25/2014","1",NA
"960883",NA,NA,NA
"955131",NA,NA,NA
"959793","5/19/2022",NA,"1"
"962584",NA,NA,NA
"949260",NA,NA,NA
"970682",NA,NA,NA
"935256",NA,NA,NA
"966191",NA,NA,NA
"960884",NA,NA,NA
"969197",NA,NA,NA
"948490",NA,NA,NA
"913667",NA,NA,NA
"931807",NA,NA,NA
"959794",NA,NA,NA
"968611",NA,NA,NA
"970683",NA,NA,NA
"960885",NA,NA,NA
"956888",NA,NA,NA
"938947",NA,NA,NA
"942131",NA,NA,NA
"969198",NA,NA,NA
"944774",NA,NA,NA
"972090",NA,NA,NA
"956889",NA,NA,NA
"964141",NA,NA,NA
"960886",NA,NA,NA
"971132",NA,NA,NA
"955132",NA,NA,NA
"935257",NA,NA,NA
"937915",NA,NA,NA
"936077",NA,NA,NA
"947218",NA,NA,NA
"969199",NA,NA,NA
"955217",NA,NA,NA
"932966",NA,NA,NA
"949262",NA,NA,NA
"965308",NA,NA,NA
"932967",NA,NA,NA
"938948",NA,NA,NA
"947219",NA,NA,NA
"964142",NA,NA,NA
"949263",NA,NA,NA
"972091",NA,NA,NA
"972455",NA,NA,NA
"963135",NA,NA,NA
"955133",NA,NA,NA
"969947",NA,NA,NA
"937034",NA,NA,NA
"940433",NA,NA,NA
"960887",NA,NA,NA
"966192",NA,NA,NA
"962583",NA,NA,NA
"973575",NA,NA,NA
"972773",NA,NA,NA
"961921",NA,NA,NA
"933969",NA,NA,NA
"938949",NA,NA,NA
"949264","8/1/2016","6",NA
"949264","1/26/2017","5",NA
"934338",NA,NA,NA
"972774",NA,NA,NA
"941069",NA,NA,NA
"910860",NA,NA,NA
"949265",NA,NA,NA
"964143",NA,NA,NA
"961922",NA,NA,NA
"973579",NA,NA,NA
"938950",NA,NA,NA
"968612",NA,NA,NA
"967990",NA,NA,NA
"932180",NA,NA,NA
"927792",NA,NA,NA
"966193",NA,NA,NA
"968339",NA,NA,NA
"945846",NA,NA,NA
"973580",NA,NA,NA
"973576",NA,NA,NA
"954101",NA,NA,NA
"959795","1/14/2019","1",NA
"962585",NA,NA,NA
"958880",NA,NA,NA
"955135",NA,NA,NA
"971133",NA,NA,NA
"943528",NA,NA,NA
"948218",NA,NA,NA
"953058",NA,NA,NA
"968613",NA,NA,NA
"956065",NA,NA,NA
"932968",NA,NA,NA
"960888",NA,NA,NA
"920561",NA,NA,NA
"938951",NA,NA,NA
"965790",NA,NA,NA
"958881",NA,NA,NA
"961923",NA,NA,NA
"953059",NA,NA,NA
"961924",NA,NA,NA
"947802",NA,NA,NA
"948090","4/5/2019","1",NA
"969200",NA,NA,NA
"969949",NA,NA,NA
"947220",NA,NA,NA
"947221",NA,NA,NA
"959796",NA,NA,NA
"961542",NA,NA,NA
"953060",NA,NA,NA
"950830",NA,NA,NA
"958882",NA,NA,NA
"958883",NA,NA,NA
"969948",NA,NA,NA
"928716",NA,NA,NA
"965309",NA,NA,NA
"954102",NA,NA,NA
"945958",NA,NA,NA
"956066",NA,NA,NA
"949266",NA,NA,NA
"943530",NA,NA,NA
"945959",NA,NA,NA
"937035",NA,NA,NA
"944776",NA,NA,NA
"937829",NA,NA,NA
"955136","6/28/2022",NA,"2"
"940434",NA,NA,NA
"947222",NA,NA,NA
"962586",NA,NA,NA
"954104",NA,NA,NA
"953061",NA,NA,NA
"935258",NA,NA,NA
"972775",NA,NA,NA
"943531","5/1/2018","6",NA
"958884",NA,NA,NA
"950832",NA,NA,NA
"949268","12/19/2018","1",NA
"949269",NA,NA,NA
"957417",NA,NA,NA
"967187",NA,NA,NA
"953062","3/18/2015","1",NA
"933522",NA,NA,NA
"969202",NA,NA,NA
"938952",NA,NA,NA
"955137","6/12/2018","1",NA
"930658",NA,NA,NA
"963137",NA,NA,NA
"958885",NA,NA,NA
"959797",NA,NA,NA
"962587",NA,NA,NA
"950833",NA,NA,NA
"955138",NA,NA,NA
"911727",NA,NA,NA
"950834","7/7/2022",NA,"1"
"947224",NA,NA,NA
"962588",NA,NA,NA
"962589",NA,NA,NA
"945961",NA,NA,NA
"955139",NA,NA,NA
"967992",NA,NA,NA
"928718",NA,NA,NA
"973577",NA,NA,NA
"972776",NA,NA,NA
"968614",NA,NA,NA
"927636",NA,NA,NA
"965310",NA,NA,NA
"942137",NA,NA,NA
"967993",NA,NA,NA
"963635",NA,NA,NA
"963138",NA,NA,NA
"950836",NA,NA,NA
"960891",NA,NA,NA
"956107",NA,NA,NA
"946285",NA,NA,NA
"965311",NA,NA,NA
"967994",NA,NA,NA
"972777",NA,NA,NA
"965791",NA,NA,NA
"966194",NA,NA,NA
"948552",NA,NA,NA
"973578",NA,NA,NA
"953064",NA,NA,NA
"969950",NA,NA,NA
"970684",NA,NA,NA
"967991",NA,NA,NA
"954105",NA,NA,NA
"945962",NA,NA,NA
"960892",NA,NA,NA
"957816",NA,NA,NA
"972778",NA,NA,NA
"967995",NA,NA,NA
"967595",NA,NA,NA
"958720",NA,NA,NA
"950837",NA,NA,NA
"960893",NA,NA,NA
"969203",NA,NA,NA
"960894",NA,NA,NA
"932969",NA,NA,NA
"932970",NA,NA,NA
"970685",NA,NA,NA
"954106",NA,NA,NA
"932971",NA,NA,NA
"949273",NA,NA,NA
"962590",NA,NA,NA
"949274",NA,NA,NA
"964146",NA,NA,NA
"942438",NA,NA,NA
"955140",NA,NA,NA
"942570",NA,NA,NA
"951972",NA,NA,NA
"942140",NA,NA,NA
"947225",NA,NA,NA
"960895",NA,NA,NA
"966196",NA,NA,NA
"940455",NA,NA,NA
"944778",NA,NA,NA
"958886",NA,NA,NA
"950838",NA,NA,NA
"947226",NA,NA,NA
"935261",NA,NA,NA
"949293",NA,NA,NA
"938954",NA,NA,NA
"937036","4/5/2010","3",NA
"937036","11/30/2015","2",NA
"927148",NA,NA,NA
"964147",NA,NA,NA
"937037",NA,NA,NA
"971135",NA,NA,NA
"949275",NA,NA,NA
"921545",NA,NA,NA
"957817",NA,NA,NA
"958887",NA,NA,NA
"963139",NA,NA,NA
"947803",NA,NA,NA
"955142",NA,NA,NA
"965792",NA,NA,NA
"967188",NA,NA,NA
"956893","8/16/2017","3",NA
"949276",NA,NA,NA
"945963",NA,NA,NA
"938955",NA,NA,NA
"933972",NA,NA,NA
"901927",NA,NA,NA
"958888",NA,NA,NA
"950839",NA,NA,NA
"942142",NA,NA,NA
"972405",NA,NA,NA
"931809",NA,NA,NA
"968615",NA,NA,NA
"963637",NA,NA,NA
"950840",NA,NA,NA
"936031",NA,NA,NA
"950841",NA,NA,NA
"950842",NA,NA,NA
"960897",NA,NA,NA
"912125",NA,NA,NA
"905390",NA,NA,NA
"949277",NA,NA,NA
"969951",NA,NA,NA
"967189",NA,NA,NA
"945236",NA,NA,NA
"953067","2/17/2022",NA,"1"
"947227",NA,NA,NA
"963140",NA,NA,NA
"947228","12/9/2016","2",NA
"962591",NA,NA,NA
"942545",NA,NA,NA
"950843",NA,NA,NA
"937038",NA,NA,NA
"935262",NA,NA,NA
"945325",NA,NA,NA
"958889",NA,NA,NA
"971551",NA,NA,NA
"946519",NA,NA,NA
"949278",NA,NA,NA
"945620",NA,NA,NA
"966197",NA,NA,NA
"938956",NA,NA,NA
"932521",NA,NA,NA
"944781",NA,NA,NA
"927151",NA,NA,NA
"925682",NA,NA,NA
"957819",NA,NA,NA
"923453",NA,NA,NA
"927152",NA,NA,NA
"962592",NA,NA,NA
"943534",NA,NA,NA
"961926",NA,NA,NA
"938957",NA,NA,NA
"945237",NA,NA,NA
"894779",NA,NA,NA
"930660",NA,NA,NA
"924144",NA,NA,NA
"937041",NA,NA,NA
"924145",NA,NA,NA
"972779",NA,NA,NA
"961927",NA,NA,NA
"955146",NA,NA,NA
"924147",NA,NA,NA
"955147",NA,NA,NA
"956894",NA,NA,NA
"960898",NA,NA,NA
"968617",NA,NA,NA
"964636",NA,NA,NA
"927153",NA,NA,NA
"951974",NA,NA,NA
"971552",NA,NA,NA
"940437",NA,NA,NA
"924148","1/19/2016","3",NA
"935264",NA,NA,NA
"968618",NA,NA,NA
"925685",NA,NA,NA
"950845",NA,NA,NA
"949702",NA,NA,NA
"937042",NA,NA,NA
"931810",NA,NA,NA
"947232",NA,NA,NA
"961928",NA,NA,NA
"959798",NA,NA,NA
"949889",NA,NA,NA
"930661",NA,NA,NA
"959799",NA,NA,NA
"945239",NA,NA,NA
"947804",NA,NA,NA
"930662",NA,NA,NA
"956896",NA,NA,NA
"960900",NA,NA,NA
"925686",NA,NA,NA
"972780",NA,NA,NA
"951975",NA,NA,NA
"969952",NA,NA,NA
"925908",NA,NA,NA
"950846",NA,NA,NA
"936592",NA,NA,NA
"932975",NA,NA,NA
"938960",NA,NA,NA
"930663",NA,NA,NA
"969204",NA,NA,NA
"930664",NA,NA,NA
"932111",NA,NA,NA
"955149",NA,NA,NA
"965302",NA,NA,NA
"941230",NA,NA,NA
"953070",NA,NA,NA
"947234",NA,NA,NA
"968619",NA,NA,NA
"973581",NA,NA,NA
"949279",NA,NA,NA
"971553",NA,NA,NA
"941070",NA,NA,NA
"962593",NA,NA,NA
"972781",NA,NA,NA
"960901",NA,NA,NA
"955150",NA,NA,NA
"972782",NA,NA,NA
"967190",NA,NA,NA
"967191",NA,NA,NA
"965313",NA,NA,NA
"968620",NA,NA,NA
"968621",NA,NA,NA
"956897",NA,NA,NA
"927817",NA,NA,NA
"956067",NA,NA,NA
"968622",NA,NA,NA
"906745",NA,NA,NA
"945965",NA,NA,NA
"933973",NA,NA,NA
"963142",NA,NA,NA
"954107",NA,NA,NA
"944120",NA,NA,NA
"969953",NA,NA,NA
"930666",NA,NA,NA
"964637",NA,NA,NA
"940438",NA,NA,NA
"963143",NA,NA,NA
"957821","11/9/2017","4",NA
"969954",NA,NA,NA
"935266",NA,NA,NA
"973582",NA,NA,NA
"969955",NA,NA,NA
"964148",NA,NA,NA
"932977","12/15/2016","1",NA
"932977","4/20/2018","1",NA
"968317",NA,NA,NA
"966198","12/8/2020","2",NA
"958890",NA,NA,NA
"941304",NA,NA,NA
"948245",NA,NA,NA
"940439",NA,NA,NA
"949281",NA,NA,NA
"963144",NA,NA,NA
"966199",NA,NA,NA
"957823",NA,NA,NA
"955151",NA,NA,NA
"950848",NA,NA,NA
"935006",NA,NA,NA
"964149",NA,NA,NA
"971555",NA,NA,NA
"964150",NA,NA,NA
"917949",NA,NA,NA
"921548",NA,NA,NA
"931811",NA,NA,NA
"972094",NA,NA,NA
"932979",NA,NA,NA
"936766",NA,NA,NA
"937046",NA,NA,NA
"939055",NA,NA,NA
"963145",NA,NA,NA
"919360",NA,NA,NA
"920569",NA,NA,NA
"947805",NA,NA,NA
"969205",NA,NA,NA
"957824",NA,NA,NA
"937048",NA,NA,NA
"938963",NA,NA,NA
"968623",NA,NA,NA
"943535",NA,NA,NA
"900482",NA,NA,NA
"939119",NA,NA,NA
"944236",NA,NA,NA
"972095",NA,NA,NA
"965314",NA,NA,NA
"958891",NA,NA,NA
"960903",NA,NA,NA
"930670",NA,NA,NA
"882684","3/24/2021","6",NA
"930671",NA,NA,NA
"945968",NA,NA,NA
"957826",NA,NA,NA
"927157",NA,NA,NA
"938964",NA,NA,NA
"927158",NA,NA,NA
"945969",NA,NA,NA
"949282",NA,NA,NA
"938965",NA,NA,NA
"938223",NA,NA,NA
"945970",NA,NA,NA
"966697",NA,NA,NA
"949283",NA,NA,NA
"973583",NA,NA,NA
"955152",NA,NA,NA
"895117","7/28/2015","1",NA
"953071",NA,NA,NA
"963147",NA,NA,NA
"949940",NA,NA,NA
"948091",NA,NA,NA
"949284",NA,NA,NA
"937049","5/25/2010","3",NA
"961929",NA,NA,NA
"920572",NA,NA,NA
"958892",NA,NA,NA
"943536",NA,NA,NA
"948553",NA,NA,NA
"967192",NA,NA,NA
"967996",NA,NA,NA
"957827",NA,NA,NA
"969957",NA,NA,NA
"949285",NA,NA,NA
"951976",NA,NA,NA
"956898",NA,NA,NA
"951977",NA,NA,NA
"948168",NA,NA,NA
"960089",NA,NA,NA
"953072",NA,NA,NA
"925693",NA,NA,NA
"963638",NA,NA,NA
"957828",NA,NA,NA
"942791",NA,NA,NA
"972784",NA,NA,NA
"953073","6/27/2018","12",NA
"968624",NA,NA,NA
"906751",NA,NA,NA
"970686",NA,NA,NA
"956899",NA,NA,NA
"967596",NA,NA,NA
"940441",NA,NA,NA
"932984",NA,NA,NA
"938967",NA,NA,NA
"946520",NA,NA,NA
"940896",NA,NA,NA
"954110",NA,NA,NA
"958911",NA,NA,NA
"928727",NA,NA,NA
"942149",NA,NA,NA
"964151",NA,NA,NA
"942150",NA,NA,NA
"928728",NA,NA,NA
"958894",NA,NA,NA
"972096",NA,NA,NA
"970688",NA,NA,NA
"962594",NA,NA,NA
"968625",NA,NA,NA
"939369",NA,NA,NA
"945241",NA,NA,NA
"938968",NA,NA,NA
"956900",NA,NA,NA
"969206",NA,NA,NA
"938970",NA,NA,NA
"956901",NA,NA,NA
"935270",NA,NA,NA
"957829",NA,NA,NA
"955154",NA,NA,NA
"945242",NA,NA,NA
"945243",NA,NA,NA
"955155","3/9/2021","3",NA
"955155","12/7/2021",NA,"2"
"949286","2/5/2015","1",NA
"948491",NA,NA,NA
"965315",NA,NA,NA
"972785",NA,NA,NA
"969207",NA,NA,NA
"937813",NA,NA,NA
"953074",NA,NA,NA
"935271",NA,NA,NA
"951978",NA,NA,NA
"924705",NA,NA,NA
"928732",NA,NA,NA
"969958",NA,NA,NA
"932986",NA,NA,NA
"972097",NA,NA,NA
"944783",NA,NA,NA
"964152",NA,NA,NA
"948049",NA,NA,NA
"950851",NA,NA,NA
"935272",NA,NA,NA
"969208",NA,NA,NA
"944784",NA,NA,NA
"971556",NA,NA,NA
"945971",NA,NA,NA
"949288",NA,NA,NA
"904491",NA,NA,NA
"971557",NA,NA,NA
"970689",NA,NA,NA
"967997",NA,NA,NA
"943539",NA,NA,NA
"930675",NA,NA,NA
"958895",NA,NA,NA
"950852",NA,NA,NA
"930676",NA,NA,NA
"955570",NA,NA,NA
"928734",NA,NA,NA
"960905",NA,NA,NA
"938971",NA,NA,NA
"957156",NA,NA,NA
"965316","6/27/2022",NA,"1"
"904494",NA,NA,NA
"963639",NA,NA,NA
"945428",NA,NA,NA
"942151",NA,NA,NA
"943540",NA,NA,NA
"953076",NA,NA,NA
"909611",NA,NA,NA
"938973",NA,NA,NA
"880026",NA,NA,NA
"930678",NA,NA,NA
"957832",NA,NA,NA
"953233",NA,NA,NA
"962595",NA,NA,NA
"953078",NA,NA,NA
"907658",NA,NA,NA
"959421",NA,NA,NA
"973584",NA,NA,NA
"972098",NA,NA,NA
"953079",NA,NA,NA
"942152","2/3/2011","2",NA
"929482",NA,NA,NA
"939300",NA,NA,NA
"920576",NA,NA,NA
"969960",NA,NA,NA
"947236",NA,NA,NA
"896139",NA,NA,NA
"931319",NA,NA,NA
"947237","6/24/2019","6",NA
"960906",NA,NA,NA
"959800",NA,NA,NA
"899550",NA,NA,NA
"942153",NA,NA,NA
"948247",NA,NA,NA
"938974",NA,NA,NA
"951981",NA,NA,NA
"964639",NA,NA,NA
"959802",NA,NA,NA
"956070",NA,NA,NA
"966698",NA,NA,NA
"940387",NA,NA,NA
"942154",NA,NA,NA
"945974",NA,NA,NA
"955156",NA,NA,NA
"957834",NA,NA,NA
"945975",NA,NA,NA
"953080",NA,NA,NA
"956072",NA,NA,NA
"954111",NA,NA,NA
"956952",NA,NA,NA
"934432",NA,NA,NA
"939792",NA,NA,NA
"947110",NA,NA,NA
"953081",NA,NA,NA
"899551",NA,NA,NA
"935274",NA,NA,NA
"973585",NA,NA,NA
"972099",NA,NA,NA
"972786",NA,NA,NA
"948382",NA,NA,NA
"960907",NA,NA,NA
"931813",NA,NA,NA
"971137",NA,NA,NA
"973586",NA,NA,NA
"938976",NA,NA,NA
"943542",NA,NA,NA
"950854",NA,NA,NA
"937054",NA,NA,NA
"953082",NA,NA,NA
"949289","10/4/2021",NA,"1"
"943543",NA,NA,NA
"933979",NA,NA,NA
"951982",NA,NA,NA
"949303",NA,NA,NA
"962597",NA,NA,NA
"954113",NA,NA,NA
"904503",NA,NA,NA
"968626",NA,NA,NA
"885671",NA,NA,NA
"964155",NA,NA,NA
"967597",NA,NA,NA
"930684",NA,NA,NA
"949290",NA,NA,NA
"942262",NA,NA,NA
"969961",NA,NA,NA
"942155",NA,NA,NA
"949292",NA,NA,NA
"951983",NA,NA,NA
"950855",NA,NA,NA
"932991",NA,NA,NA
"955157",NA,NA,NA
"958896",NA,NA,NA
"938977",NA,NA,NA
"973587",NA,NA,NA
"930686","2/10/2015","4",NA
"942156",NA,NA,NA
"955688",NA,NA,NA
"943544",NA,NA,NA
"961999",NA,NA,NA
"931814",NA,NA,NA
"945976",NA,NA,NA
"961930",NA,NA,NA
"942157",NA,NA,NA
"963640",NA,NA,NA
"927170",NA,NA,NA
"968924",NA,NA,NA
"927171",NA,NA,NA
"955158",NA,NA,NA
"963150",NA,NA,NA
"968627",NA,NA,NA
"926427",NA,NA,NA
"941071",NA,NA,NA
"969962",NA,NA,NA
"919381",NA,NA,NA
"972100",NA,NA,NA
"961931",NA,NA,NA
"967598",NA,NA,NA
"965317",NA,NA,NA
"895704",NA,NA,NA
"965319",NA,NA,NA
"965318",NA,NA,NA
"930460",NA,NA,NA
"955159",NA,NA,NA
"933980",NA,NA,NA
"944786",NA,NA,NA
"893348",NA,NA,NA
"928742",NA,NA,NA
"969209",NA,NA,NA
"956905",NA,NA,NA
"928743",NA,NA,NA
"879122",NA,NA,NA
"945973",NA,NA,NA
"928744",NA,NA,NA
"936603",NA,NA,NA
"937056",NA,NA,NA
"938981",NA,NA,NA
"947238",NA,NA,NA
"973588",NA,NA,NA
"949295",NA,NA,NA
"966701",NA,NA,NA
"967193",NA,NA,NA
"967194",NA,NA,NA
"954117",NA,NA,NA
"955160",NA,NA,NA
"932995",NA,NA,NA
"951984",NA,NA,NA
"930689",NA,NA,NA
"948292",NA,NA,NA
"940443",NA,NA,NA
"956075",NA,NA,NA
"948383",NA,NA,NA
"958897",NA,NA,NA
"913673",NA,NA,NA
"958898",NA,NA,NA
"945977",NA,NA,NA
"969963",NA,NA,NA
"967195",NA,NA,NA
"950857",NA,NA,NA
"956906",NA,NA,NA
"947239",NA,NA,NA
"968628",NA,NA,NA
"967196",NA,NA,NA
"963151",NA,NA,NA
"950858",NA,NA,NA
"945978",NA,NA,NA
"956076",NA,NA,NA
"916664",NA,NA,NA
"961933",NA,NA,NA
"949296",NA,NA,NA
"965320",NA,NA,NA
"930677",NA,NA,NA
"925710",NA,NA,NA
"922741",NA,NA,NA
"947240","2/17/2016","2",NA
"896530",NA,NA,NA
"951980",NA,NA,NA
"971138",NA,NA,NA
"949298",NA,NA,NA
"949299","12/22/2014","6",NA
"944788",NA,NA,NA
"901956",NA,NA,NA
"937059",NA,NA,NA
"949300",NA,NA,NA
"940444",NA,NA,NA
"932996",NA,NA,NA
"969210",NA,NA,NA
"966178",NA,NA,NA
"964642",NA,NA,NA
"963152",NA,NA,NA
"965321",NA,NA,NA
"943545",NA,NA,NA
"942159",NA,NA,NA
"928747",NA,NA,NA
"884330",NA,NA,NA
"940446",NA,NA,NA
"955162",NA,NA,NA
"933982",NA,NA,NA
"955163",NA,NA,NA
"901959",NA,NA,NA
"890470",NA,NA,NA
"970690",NA,NA,NA
"937060",NA,NA,NA
"972101",NA,NA,NA
"959804",NA,NA,NA
"935280",NA,NA,NA
"932998",NA,NA,NA
"942867",NA,NA,NA
"966202",NA,NA,NA
"937061",NA,NA,NA
"904516",NA,NA,NA
"955164",NA,NA,NA
"961934",NA,NA,NA
"944789",NA,NA,NA
"930691",NA,NA,NA
"937063","6/2/2016","5",NA
"953083",NA,NA,NA
"943546",NA,NA,NA
"956077",NA,NA,NA
"895710",NA,NA,NA
"953084",NA,NA,NA
"969964",NA,NA,NA
"944790",NA,NA,NA
"951986",NA,NA,NA
"957839",NA,NA,NA
"930692",NA,NA,NA
"964643",NA,NA,NA
"950860",NA,NA,NA
"965323",NA,NA,NA
"963641",NA,NA,NA
"950861",NA,NA,NA
"949301",NA,NA,NA
"950862","1/22/2022",NA,"1"
"958900",NA,NA,NA
"919387",NA,NA,NA
"942160",NA,NA,NA
"949302",NA,NA,NA
"970691",NA,NA,NA
"950863",NA,NA,NA
"898020",NA,NA,NA
"931819",NA,NA,NA
"951987",NA,NA,NA
"967197",NA,NA,NA
"940448",NA,NA,NA
"920583",NA,NA,NA
"933983",NA,NA,NA
"937065",NA,NA,NA
"940449",NA,NA,NA
"918653",NA,NA,NA
"889041",NA,NA,NA
"951997",NA,NA,NA
"949304",NA,NA,NA
"891787",NA,NA,NA
"919368",NA,NA,NA
"933001",NA,NA,NA
"917971","1/15/2022",NA,"1"
"930694",NA,NA,NA
"910284",NA,NA,NA
"958902",NA,NA,NA
"956907",NA,NA,NA
"968629",NA,NA,NA
"945981","2/19/2016","4",NA
"940450",NA,NA,NA
"942162",NA,NA,NA
"971294",NA,NA,NA
"943547",NA,NA,NA
"935281",NA,NA,NA
"924166",NA,NA,NA
"969965",NA,NA,NA
"941072",NA,NA,NA
"972102",NA,NA,NA
"970692",NA,NA,NA
"956078",NA,NA,NA
"931820",NA,NA,NA
"964156",NA,NA,NA
"935283",NA,NA,NA
"938989",NA,NA,NA
"914137",NA,NA,NA
"947241",NA,NA,NA
"956908",NA,NA,NA
"942163",NA,NA,NA
"972788",NA,NA,NA
"937066",NA,NA,NA
"973589",NA,NA,NA
"938990",NA,NA,NA
"958903",NA,NA,NA
"963155",NA,NA,NA
"972789",NA,NA,NA
"967600",NA,NA,NA
"942164",NA,NA,NA
"921570",NA,NA,NA
"930697",NA,NA,NA
"954118",NA,NA,NA
"969211",NA,NA,NA
"955165","6/3/2022",NA,"1"
"940451",NA,NA,NA
"969966",NA,NA,NA
"969967",NA,NA,NA
"947242",NA,NA,NA
"956909",NA,NA,NA
"933984",NA,NA,NA
"921557",NA,NA,NA
"905607",NA,NA,NA
"953085",NA,NA,NA
"950865",NA,NA,NA
"891789",NA,NA,NA
"921558",NA,NA,NA
"940452",NA,NA,NA
"953086",NA,NA,NA
"948386",NA,NA,NA
"930700",NA,NA,NA
"938991","12/28/2018","1",NA
"940453",NA,NA,NA
"943548",NA,NA,NA
"944793","6/17/2015","1",NA
"938992",NA,NA,NA
"906786",NA,NA,NA
"951988",NA,NA,NA
"955166",NA,NA,NA
"906788",NA,NA,NA
"964645",NA,NA,NA
"943549",NA,NA,NA
"960915",NA,NA,NA
"966206",NA,NA,NA
"942147",NA,NA,NA
"966207",NA,NA,NA
"956081",NA,NA,NA
"963643",NA,NA,NA
"931821",NA,NA,NA
"944794",NA,NA,NA
"955167",NA,NA,NA
"942166",NA,NA,NA
"948163",NA,NA,NA
"966703",NA,NA,NA
"965324",NA,NA,NA
"925715",NA,NA,NA
"949305",NA,NA,NA
"937067",NA,NA,NA
"890511",NA,NA,NA
"917960",NA,NA,NA
"940454",NA,NA,NA
"949306",NA,NA,NA
"922752",NA,NA,NA
"942167",NA,NA,NA
"937068","3/22/2017","2",NA
"932181","1/19/2011","2",NA
"947807","1/27/2018","2",NA
"951989",NA,NA,NA
"962601",NA,NA,NA
"953012",NA,NA,NA
"928754",NA,NA,NA
"953087",NA,NA,NA
"973590",NA,NA,NA
"970693",NA,NA,NA
"958907",NA,NA,NA
"947243",NA,NA,NA
"959806",NA,NA,NA
"950867",NA,NA,NA
"945983",NA,NA,NA
"955168",NA,NA,NA
"945984",NA,NA,NA
"960916",NA,NA,NA
"972103",NA,NA,NA
"953088",NA,NA,NA
"962906",NA,NA,NA
"950868",NA,NA,NA
"935284",NA,NA,NA
"914864",NA,NA,NA
"960917",NA,NA,NA
"966704",NA,NA,NA
"915141",NA,NA,NA
"963157",NA,NA,NA
"944121",NA,NA,NA
"969213",NA,NA,NA
"932900",NA,NA,NA
