"taxnum","date","charge_count","allegation_count"
"959484",NA,NA,NA
"942983",NA,NA,NA
"901159",NA,NA,NA
"938046","7/6/2016","1",NA
"914538",NA,NA,NA
"972524",NA,NA,NA
"927909",NA,NA,NA
"942984",NA,NA,NA
"903414",NA,NA,NA
"936185",NA,NA,NA
"932310","10/23/2014","1",NA
"944354",NA,NA,NA
"952454",NA,NA,NA
"945004",NA,NA,NA
"929696",NA,NA,NA
"963865",NA,NA,NA
"942985",NA,NA,NA
"947984",NA,NA,NA
"954538",NA,NA,NA
"932311",NA,NA,NA
"936187",NA,NA,NA
"959485",NA,NA,NA
"956424",NA,NA,NA
"970411",NA,NA,NA
"957369",NA,NA,NA
"951535",NA,NA,NA
"960221",NA,NA,NA
"963867",NA,NA,NA
"966461",NA,NA,NA
"948003",NA,NA,NA
"954539",NA,NA,NA
"959486",NA,NA,NA
"954892",NA,NA,NA
"939910",NA,NA,NA
"953433",NA,NA,NA
"958302",NA,NA,NA
"921965",NA,NA,NA
"964388","6/8/2022",NA,"1"
"964917",NA,NA,NA
"895068",NA,NA,NA
"934466",NA,NA,NA
"938048",NA,NA,NA
"968960",NA,NA,NA
"923545","6/17/2011","1",NA
"966957",NA,NA,NA
"946772",NA,NA,NA
"969516",NA,NA,NA
"941403",NA,NA,NA
"972525",NA,NA,NA
"934467",NA,NA,NA
"945147",NA,NA,NA
"938049",NA,NA,NA
"945498",NA,NA,NA
"971827",NA,NA,NA
"923547",NA,NA,NA
"957370",NA,NA,NA
"956425",NA,NA,NA
"947896",NA,NA,NA
"964918",NA,NA,NA
"966959",NA,NA,NA
"944356",NA,NA,NA
"966960",NA,NA,NA
"944357",NA,NA,NA
"957371",NA,NA,NA
"927910",NA,NA,NA
"927912",NA,NA,NA
"932312",NA,NA,NA
"929697",NA,NA,NA
"951536",NA,NA,NA
"950062",NA,NA,NA
"957372",NA,NA,NA
"960222",NA,NA,NA
"953673",NA,NA,NA
"938050",NA,NA,NA
"939298",NA,NA,NA
"934469",NA,NA,NA
"971828",NA,NA,NA
"973245",NA,NA,NA
"966462",NA,NA,NA
"948648",NA,NA,NA
"950063","5/9/2022",NA,"1"
"934470",NA,NA,NA
"937860",NA,NA,NA
"953674",NA,NA,NA
"966961",NA,NA,NA
"965947",NA,NA,NA
"962945",NA,NA,NA
"948649",NA,NA,NA
"960223",NA,NA,NA
"941259",NA,NA,NA
"937482",NA,NA,NA
"942986",NA,NA,NA
"950064","1/11/2017","1",NA
"960224",NA,NA,NA
"973246",NA,NA,NA
"967432",NA,NA,NA
"942757",NA,NA,NA
"970412",NA,NA,NA
"929752",NA,NA,NA
"970413",NA,NA,NA
"964389",NA,NA,NA
"939911",NA,NA,NA
"936781",NA,NA,NA
"934471",NA,NA,NA
"973247",NA,NA,NA
"945500",NA,NA,NA
"960225",NA,NA,NA
"959487",NA,NA,NA
"927914",NA,NA,NA
"895214",NA,NA,NA
"967767",NA,NA,NA
"914217",NA,NA,NA
"952455",NA,NA,NA
"942987",NA,NA,NA
"948650",NA,NA,NA
"937806",NA,NA,NA
"929698",NA,NA,NA
"957373",NA,NA,NA
"929699",NA,NA,NA
"944251",NA,NA,NA
"948651",NA,NA,NA
"953675",NA,NA,NA
"938053",NA,NA,NA
"932314",NA,NA,NA
"939912",NA,NA,NA
"948652",NA,NA,NA
"946774",NA,NA,NA
"973248",NA,NA,NA
"945501",NA,NA,NA
"963398",NA,NA,NA
"945502",NA,NA,NA
"953676",NA,NA,NA
"954540",NA,NA,NA
"944358",NA,NA,NA
"954541",NA,NA,NA
"934474",NA,NA,NA
"965948",NA,NA,NA
"936190",NA,NA,NA
"957374",NA,NA,NA
"963870",NA,NA,NA
"952456",NA,NA,NA
"962946",NA,NA,NA
"934475","7/21/2015","1",NA
"972526",NA,NA,NA
"961496",NA,NA,NA
"939913",NA,NA,NA
"932315",NA,NA,NA
"879342",NA,NA,NA
"963871",NA,NA,NA
"946666",NA,NA,NA
"960228",NA,NA,NA
"939090",NA,NA,NA
"937807",NA,NA,NA
"952457",NA,NA,NA
"944359",NA,NA,NA
"968271",NA,NA,NA
"925004","4/12/2016","4",NA
"965662",NA,NA,NA
"913196",NA,NA,NA
"950066",NA,NA,NA
"928687","4/23/2010","2",NA
"941408",NA,NA,NA
"946435",NA,NA,NA
"920016",NA,NA,NA
"958304",NA,NA,NA
"941409",NA,NA,NA
"941410",NA,NA,NA
"957375",NA,NA,NA
"950067",NA,NA,NA
"951537",NA,NA,NA
"936192",NA,NA,NA
"963872",NA,NA,NA
"923163",NA,NA,NA
"972527",NA,NA,NA
"948653",NA,NA,NA
"967768",NA,NA,NA
"948654",NA,NA,NA
"929701","3/10/2017","1",NA
"962252",NA,NA,NA
"954543",NA,NA,NA
"915299",NA,NA,NA
"920017",NA,NA,NA
"952458",NA,NA,NA
"921970",NA,NA,NA
"950068","5/5/2016","1",NA
"973249",NA,NA,NA
"960232",NA,NA,NA
"956428",NA,NA,NA
"962947",NA,NA,NA
"941411",NA,NA,NA
"967769",NA,NA,NA
"946728",NA,NA,NA
"973250",NA,NA,NA
"968961",NA,NA,NA
"955751",NA,NA,NA
"964919",NA,NA,NA
"969517",NA,NA,NA
"917041",NA,NA,NA
"934478",NA,NA,NA
"947459",NA,NA,NA
"956429",NA,NA,NA
"968272",NA,NA,NA
"934479",NA,NA,NA
"972528",NA,NA,NA
"960235",NA,NA,NA
"946446","5/21/2010","1",NA
"936194",NA,NA,NA
"956430",NA,NA,NA
"945504",NA,NA,NA
"960230",NA,NA,NA
"972529",NA,NA,NA
"946775",NA,NA,NA
"940968",NA,NA,NA
"954544",NA,NA,NA
"936195",NA,NA,NA
"932319",NA,NA,NA
"960236",NA,NA,NA
"970414",NA,NA,NA
"950069",NA,NA,NA
"932320",NA,NA,NA
"920019","5/22/2017","1",NA
"920019","5/24/2018","2",NA
"901162",NA,NA,NA
"934480",NA,NA,NA
"961641",NA,NA,NA
"917296",NA,NA,NA
"958307",NA,NA,NA
"956431",NA,NA,NA
"956432",NA,NA,NA
"901041",NA,NA,NA
"946776",NA,NA,NA
"941414",NA,NA,NA
"929706",NA,NA,NA
"941415",NA,NA,NA
"947897",NA,NA,NA
"973251",NA,NA,NA
"968273",NA,NA,NA
"969518",NA,NA,NA
"968962",NA,NA,NA
"964390",NA,NA,NA
"878931","10/23/2021",NA,"1"
"934482",NA,NA,NA
"969519",NA,NA,NA
"942989",NA,NA,NA
"936196","9/20/2010","2",NA
"962948","1/15/2022",NA,"2"
"952459",NA,NA,NA
"946777",NA,NA,NA
"948657",NA,NA,NA
"936197",NA,NA,NA
"951538",NA,NA,NA
"963399",NA,NA,NA
"965663",NA,NA,NA
"948658",NA,NA,NA
"955752",NA,NA,NA
"939914",NA,NA,NA
"950070",NA,NA,NA
"969520",NA,NA,NA
"971334",NA,NA,NA
"934483","12/27/2019","4",NA
"937898",NA,NA,NA
"968274",NA,NA,NA
"955753",NA,NA,NA
"951539",NA,NA,NA
"956433",NA,NA,NA
"936199",NA,NA,NA
"939915",NA,NA,NA
"946036",NA,NA,NA
"955754",NA,NA,NA
"960237",NA,NA,NA
"931545",NA,NA,NA
"964391",NA,NA,NA
"932324",NA,NA,NA
"969521",NA,NA,NA
"945506",NA,NA,NA
"939916",NA,NA,NA
"946778",NA,NA,NA
"948659",NA,NA,NA
"949066",NA,NA,NA
"964923",NA,NA,NA
"954545",NA,NA,NA
"951540",NA,NA,NA
"952460",NA,NA,NA
"953677",NA,NA,NA
"960238",NA,NA,NA
"960239",NA,NA,NA
"938058",NA,NA,NA
"953678",NA,NA,NA
"949358",NA,NA,NA
"960240",NA,NA,NA
"963400",NA,NA,NA
"903425",NA,NA,NA
"941417",NA,NA,NA
"936200",NA,NA,NA
"948661","8/11/2021","1",NA
"940970",NA,NA,NA
"973253",NA,NA,NA
"953679",NA,NA,NA
"948662",NA,NA,NA
"970415",NA,NA,NA
"960243",NA,NA,NA
"962253",NA,NA,NA
"941418",NA,NA,NA
"954547",NA,NA,NA
"941419",NA,NA,NA
"944360",NA,NA,NA
"942760",NA,NA,NA
"938060",NA,NA,NA
"957378",NA,NA,NA
"948180",NA,NA,NA
"966962",NA,NA,NA
"967772",NA,NA,NA
"971335",NA,NA,NA
"945508",NA,NA,NA
"940899",NA,NA,NA
"924942",NA,NA,NA
"964924",NA,NA,NA
"967773",NA,NA,NA
"927921",NA,NA,NA
"936201","8/5/2016","6",NA
"951542",NA,NA,NA
"958308","5/11/2022",NA,"1"
"924833",NA,NA,NA
"966963",NA,NA,NA
"946780",NA,NA,NA
"971829",NA,NA,NA
"960244",NA,NA,NA
"929683",NA,NA,NA
"966464",NA,NA,NA
"950074",NA,NA,NA
"924943",NA,NA,NA
"956434",NA,NA,NA
"938061",NA,NA,NA
"948664",NA,NA,NA
"962254",NA,NA,NA
"945051",NA,NA,NA
"929719",NA,NA,NA
"951543",NA,NA,NA
"950075","12/18/2014","1",NA
"957379",NA,NA,NA
"973254",NA,NA,NA
"921149",NA,NA,NA
"960245",NA,NA,NA
"944361",NA,NA,NA
"926572",NA,NA,NA
"971830",NA,NA,NA
"932327",NA,NA,NA
"918752","7/1/2014","5",NA
"952462",NA,NA,NA
"966964",NA,NA,NA
"934488",NA,NA,NA
"962255",NA,NA,NA
"964925",NA,NA,NA
"931548",NA,NA,NA
"972530",NA,NA,NA
"964926",NA,NA,NA
"946781","11/29/2014","3",NA
"967774",NA,NA,NA
"941421","1/10/2019","2",NA
"948665",NA,NA,NA
"948666",NA,NA,NA
"950076",NA,NA,NA
"967433",NA,NA,NA
"951544",NA,NA,NA
"964927",NA,NA,NA
"972531",NA,NA,NA
"972532",NA,NA,NA
"963401",NA,NA,NA
"946782",NA,NA,NA
"944364",NA,NA,NA
"961643",NA,NA,NA
"963402",NA,NA,NA
"971336",NA,NA,NA
"924972",NA,NA,NA
"933640",NA,NA,NA
"893558",NA,NA,NA
"968275",NA,NA,NA
"938062","6/27/2022",NA,"1"
"942994",NA,NA,NA
"948667",NA,NA,NA
"944365",NA,NA,NA
"961644",NA,NA,NA
"920028",NA,NA,NA
"941423",NA,NA,NA
"950077",NA,NA,NA
"929724",NA,NA,NA
"927924",NA,NA,NA
"966965",NA,NA,NA
"956786",NA,NA,NA
"932132",NA,NA,NA
"942995",NA,NA,NA
"948668",NA,NA,NA
"953681",NA,NA,NA
"939918",NA,NA,NA
"948669",NA,NA,NA
"951545",NA,NA,NA
"962256",NA,NA,NA
"936203",NA,NA,NA
"964928",NA,NA,NA
"950078",NA,NA,NA
"963873",NA,NA,NA
"949841",NA,NA,NA
"972533",NA,NA,NA
"954549",NA,NA,NA
"970416",NA,NA,NA
"915053",NA,NA,NA
"966966",NA,NA,NA
"952463",NA,NA,NA
"968965",NA,NA,NA
"968276",NA,NA,NA
"968277",NA,NA,NA
"953682",NA,NA,NA
"968278",NA,NA,NA
"964392",NA,NA,NA
"957380",NA,NA,NA
"954550",NA,NA,NA
"942996",NA,NA,NA
"935450",NA,NA,NA
"944366",NA,NA,NA
"952464",NA,NA,NA
"957381",NA,NA,NA
"933700",NA,NA,NA
"959114",NA,NA,NA
"942997",NA,NA,NA
"942998",NA,NA,NA
"950079",NA,NA,NA
"957383",NA,NA,NA
"903440",NA,NA,NA
"960247",NA,NA,NA
"964929",NA,NA,NA
"938064","3/13/2018","1",NA
"960248",NA,NA,NA
"961645",NA,NA,NA
"934492",NA,NA,NA
"952465",NA,NA,NA
"942999",NA,NA,NA
"967434",NA,NA,NA
"972534",NA,NA,NA
"959491",NA,NA,NA
"964930",NA,NA,NA
"943000",NA,NA,NA
"965664",NA,NA,NA
"932331",NA,NA,NA
"946783",NA,NA,NA
"955427",NA,NA,NA
"951546",NA,NA,NA
"965951",NA,NA,NA
"945511","2/1/2013","3",NA
"918757",NA,NA,NA
"956436",NA,NA,NA
"950080",NA,NA,NA
"973255",NA,NA,NA
"941426",NA,NA,NA
"964393",NA,NA,NA
"950081",NA,NA,NA
"963404",NA,NA,NA
"973256",NA,NA,NA
"948181",NA,NA,NA
"934493",NA,NA,NA
"954551",NA,NA,NA
"968967",NA,NA,NA
"950082",NA,NA,NA
"952466",NA,NA,NA
"952467",NA,NA,NA
"952468",NA,NA,NA
"938066",NA,NA,NA
"935905",NA,NA,NA
"953683",NA,NA,NA
"957384",NA,NA,NA
"961646",NA,NA,NA
"971337",NA,NA,NA
"953684",NA,NA,NA
"966465",NA,NA,NA
"962257",NA,NA,NA
"971832",NA,NA,NA
"958309",NA,NA,NA
"924951",NA,NA,NA
"953685",NA,NA,NA
"963874",NA,NA,NA
"921989",NA,NA,NA
"959492",NA,NA,NA
"941427",NA,NA,NA
"938067",NA,NA,NA
"929730",NA,NA,NA
"943002",NA,NA,NA
"956437",NA,NA,NA
"936208",NA,NA,NA
"962258",NA,NA,NA
"932332",NA,NA,NA
"950083",NA,NA,NA
"943003",NA,NA,NA
"943004",NA,NA,NA
"943374",NA,NA,NA
"929427",NA,NA,NA
"970417",NA,NA,NA
"948674","6/30/2022",NA,"1"
"953699",NA,NA,NA
"945512",NA,NA,NA
"927929",NA,NA,NA
"946784",NA,NA,NA
"929732",NA,NA,NA
"923560",NA,NA,NA
"967776",NA,NA,NA
"936209",NA,NA,NA
"951547",NA,NA,NA
"929733",NA,NA,NA
"938068",NA,NA,NA
"967671",NA,NA,NA
"973257",NA,NA,NA
"936210",NA,NA,NA
"952470","11/20/2017","6",NA
"934496",NA,NA,NA
"957385",NA,NA,NA
"939922",NA,NA,NA
"932333",NA,NA,NA
"954552",NA,NA,NA
"938756",NA,NA,NA
"960251",NA,NA,NA
"949842",NA,NA,NA
"950084",NA,NA,NA
"936211",NA,NA,NA
"960252",NA,NA,NA
"960253",NA,NA,NA
"929734",NA,NA,NA
"939923",NA,NA,NA
"970418",NA,NA,NA
"962259",NA,NA,NA
"956438",NA,NA,NA
"888445",NA,NA,NA
"959493",NA,NA,NA
"936212",NA,NA,NA
"945514",NA,NA,NA
"938069",NA,NA,NA
"964394",NA,NA,NA
"923562",NA,NA,NA
"941431",NA,NA,NA
"971833",NA,NA,NA
"948676","4/8/2019","2",NA
"955757",NA,NA,NA
"963875",NA,NA,NA
"953686",NA,NA,NA
"938070",NA,NA,NA
"940381",NA,NA,NA
"923563",NA,NA,NA
"921154",NA,NA,NA
"950085",NA,NA,NA
"941432",NA,NA,NA
"953687",NA,NA,NA
"946667","8/19/2016","2",NA
"948461",NA,NA,NA
"934497",NA,NA,NA
"958312",NA,NA,NA
"964931",NA,NA,NA
"960255",NA,NA,NA
"957352",NA,NA,NA
"952472",NA,NA,NA
"964932",NA,NA,NA
"933645",NA,NA,NA
"950086",NA,NA,NA
"953109",NA,NA,NA
"952473",NA,NA,NA
"952474",NA,NA,NA
"939924",NA,NA,NA
"968279","12/10/2021","1",NA
"958313",NA,NA,NA
"936213","2/8/2011","1",NA
"936213","7/18/2011","12",NA
"929739",NA,NA,NA
"954553",NA,NA,NA
"933646",NA,NA,NA
"948182",NA,NA,NA
"938073",NA,NA,NA
"971834",NA,NA,NA
"936214",NA,NA,NA
"960618",NA,NA,NA
"915319",NA,NA,NA
"915320",NA,NA,NA
"895223",NA,NA,NA
"952475",NA,NA,NA
"970419",NA,NA,NA
"939925",NA,NA,NA
"948677",NA,NA,NA
"960257","4/5/2019","2",NA
"932335",NA,NA,NA
"941437",NA,NA,NA
"951548",NA,NA,NA
"962260",NA,NA,NA
"966967",NA,NA,NA
"938074",NA,NA,NA
"959495",NA,NA,NA
"934498",NA,NA,NA
"936215",NA,NA,NA
"938075",NA,NA,NA
"958314",NA,NA,NA
"957388",NA,NA,NA
"969523",NA,NA,NA
"952476",NA,NA,NA
"946787","11/23/2015","1",NA
"946787","7/10/2018","1",NA
"932336",NA,NA,NA
"969524",NA,NA,NA
"962261",NA,NA,NA
"967777",NA,NA,NA
"948679",NA,NA,NA
"969525",NA,NA,NA
"964933",NA,NA,NA
"945515",NA,NA,NA
"929740","3/28/2022",NA,"2"
"953688",NA,NA,NA
"944368",NA,NA,NA
"950087",NA,NA,NA
"925298",NA,NA,NA
"958315",NA,NA,NA
"961123",NA,NA,NA
"934499",NA,NA,NA
"960258",NA,NA,NA
"958316",NA,NA,NA
"934500",NA,NA,NA
"956440","3/10/2016","1",NA
"967778",NA,NA,NA
"935823","1/5/2011","3",NA
"932134",NA,NA,NA
"929742",NA,NA,NA
"933648",NA,NA,NA
"948681",NA,NA,NA
"966466",NA,NA,NA
"957389",NA,NA,NA
"957390",NA,NA,NA
"969526",NA,NA,NA
"946789","7/20/2010","3",NA
"944014",NA,NA,NA
"946790",NA,NA,NA
"940971",NA,NA,NA
"948682",NA,NA,NA
"972535",NA,NA,NA
"963405",NA,NA,NA
"954555",NA,NA,NA
"936218",NA,NA,NA
"953612",NA,NA,NA
"965666",NA,NA,NA
"971338",NA,NA,NA
"965952",NA,NA,NA
"938077",NA,NA,NA
"964395",NA,NA,NA
"969527",NA,NA,NA
"969528",NA,NA,NA
"927936",NA,NA,NA
"941438",NA,NA,NA
"951550",NA,NA,NA
"938078",NA,NA,NA
"947985","8/5/2016","2",NA
"947985","10/14/2021",NA,"2"
"957391",NA,NA,NA
"935061",NA,NA,NA
"936219",NA,NA,NA
"940392",NA,NA,NA
"927937",NA,NA,NA
"936220",NA,NA,NA
"952477",NA,NA,NA
"938079",NA,NA,NA
"971835",NA,NA,NA
"916986",NA,NA,NA
"961649",NA,NA,NA
"936221",NA,NA,NA
"971339",NA,NA,NA
"957392",NA,NA,NA
"927750",NA,NA,NA
"948683",NA,NA,NA
"959761",NA,NA,NA
"936223",NA,NA,NA
"972383",NA,NA,NA
"962951",NA,NA,NA
"944559",NA,NA,NA
"903452",NA,NA,NA
"972536",NA,NA,NA
"963406",NA,NA,NA
"931551",NA,NA,NA
"968281",NA,NA,NA
"953689",NA,NA,NA
"941439",NA,NA,NA
"971836",NA,NA,NA
"938080",NA,NA,NA
"927612",NA,NA,NA
"922003",NA,NA,NA
"962263",NA,NA,NA
"971229",NA,NA,NA
"957394",NA,NA,NA
"970420",NA,NA,NA
"956441",NA,NA,NA
"946792",NA,NA,NA
"958318",NA,NA,NA
"960260",NA,NA,NA
"934505",NA,NA,NA
"957395",NA,NA,NA
"960261",NA,NA,NA
"957396",NA,NA,NA
"931552",NA,NA,NA
"956443",NA,NA,NA
"970993",NA,NA,NA
"967779",NA,NA,NA
"943008",NA,NA,NA
"960262",NA,NA,NA
"954556","6/23/2022",NA,"1"
"960263",NA,NA,NA
"972537",NA,NA,NA
"970421",NA,NA,NA
"956444",NA,NA,NA
"954557",NA,NA,NA
"938081",NA,NA,NA
"939926",NA,NA,NA
"947986",NA,NA,NA
"959496",NA,NA,NA
"929745",NA,NA,NA
"941441",NA,NA,NA
"940731",NA,NA,NA
"944372",NA,NA,NA
"946793","7/11/2022",NA,"2"
"901195",NA,NA,NA
"946794",NA,NA,NA
"954558","4/3/2017","5",NA
"938082",NA,NA,NA
"963806",NA,NA,NA
"933649",NA,NA,NA
"962952",NA,NA,NA
"934508",NA,NA,NA
"955761",NA,NA,NA
"938083",NA,NA,NA
"932343",NA,NA,NA
"955762",NA,NA,NA
"960264",NA,NA,NA
"932344",NA,NA,NA
"958319",NA,NA,NA
"934510",NA,NA,NA
"968282",NA,NA,NA
"903456",NA,NA,NA
"940972",NA,NA,NA
"968283",NA,NA,NA
"971837",NA,NA,NA
"969529",NA,NA,NA
"952480",NA,NA,NA
"938084",NA,NA,NA
"964936",NA,NA,NA
"926586",NA,NA,NA
"959497",NA,NA,NA
"934511",NA,NA,NA
"966469",NA,NA,NA
"943009",NA,NA,NA
"944373",NA,NA,NA
"930330",NA,NA,NA
"938085",NA,NA,NA
"966471",NA,NA,NA
"973259",NA,NA,NA
"951688","6/16/2022",NA,"1"
"955763",NA,NA,NA
"959498",NA,NA,NA
"954559",NA,NA,NA
"938343",NA,NA,NA
"954560",NA,NA,NA
"950089",NA,NA,NA
"952482",NA,NA,NA
"905806",NA,NA,NA
"969530",NA,NA,NA
"923570",NA,NA,NA
"966472",NA,NA,NA
"965667",NA,NA,NA
"964397",NA,NA,NA
"941443",NA,NA,NA
"947717",NA,NA,NA
"943010",NA,NA,NA
"932346",NA,NA,NA
"946795",NA,NA,NA
"940097",NA,NA,NA
"951552","9/18/2019","3",NA
"970423",NA,NA,NA
"940973",NA,NA,NA
"934514",NA,NA,NA
"953690",NA,NA,NA
"961879",NA,NA,NA
"943011",NA,NA,NA
"938088",NA,NA,NA
"965954",NA,NA,NA
"948655",NA,NA,NA
"968284",NA,NA,NA
"973058",NA,NA,NA
"969532",NA,NA,NA
"927944",NA,NA,NA
"943012",NA,NA,NA
"898958",NA,NA,NA
"946796",NA,NA,NA
"962264",NA,NA,NA
"960265",NA,NA,NA
"948462",NA,NA,NA
"964399",NA,NA,NA
"964400",NA,NA,NA
"960266",NA,NA,NA
"938090",NA,NA,NA
"954562",NA,NA,NA
"929756",NA,NA,NA
"938091",NA,NA,NA
"938092",NA,NA,NA
"922007",NA,NA,NA
"959499",NA,NA,NA
"944375",NA,NA,NA
"946797",NA,NA,NA
"929757",NA,NA,NA
"945381",NA,NA,NA
"928749",NA,NA,NA
"962265",NA,NA,NA
"971341",NA,NA,NA
"967781",NA,NA,NA
"948684",NA,NA,NA
"972336",NA,NA,NA
"963877",NA,NA,NA
"936227","2/23/2015","4",NA
"948685",NA,NA,NA
"948686",NA,NA,NA
"968969",NA,NA,NA
"936228",NA,NA,NA
"911017",NA,NA,NA
"934517","9/26/2021",NA,"2"
"924963",NA,NA,NA
"971342",NA,NA,NA
"971839",NA,NA,NA
"938093",NA,NA,NA
"936229","2/25/2022",NA,"3"
"953693",NA,NA,NA
"921990",NA,NA,NA
"964937",NA,NA,NA
"950091","12/4/2017","3",NA
"969533",NA,NA,NA
"969534",NA,NA,NA
"924966",NA,NA,NA
"956447",NA,NA,NA
"973260",NA,NA,NA
"954563",NA,NA,NA
"953694","3/21/2021","3",NA
"964401","1/15/2022",NA,"1"
"954564",NA,NA,NA
"969535",NA,NA,NA
"929758",NA,NA,NA
"973261",NA,NA,NA
"950092",NA,NA,NA
"960268","1/11/2018","2",NA
"933554",NA,NA,NA
"958320",NA,NA,NA
"932304",NA,NA,NA
"933652","1/31/2015","2",NA
"951553",NA,NA,NA
"938095",NA,NA,NA
"938096",NA,NA,NA
"937961",NA,NA,NA
"964938",NA,NA,NA
"934522",NA,NA,NA
"971343",NA,NA,NA
"939859",NA,NA,NA
"960269",NA,NA,NA
"960270",NA,NA,NA
"929760",NA,NA,NA
"938097",NA,NA,NA
"918772",NA,NA,NA
"938482",NA,NA,NA
"968285",NA,NA,NA
"962266",NA,NA,NA
"932351",NA,NA,NA
"963407",NA,NA,NA
"934523",NA,NA,NA
"955764",NA,NA,NA
"960271",NA,NA,NA
"959501",NA,NA,NA
"956353",NA,NA,NA
"969536",NA,NA,NA
"972436",NA,NA,NA
"929762",NA,NA,NA
"953695",NA,NA,NA
"962953",NA,NA,NA
"965955",NA,NA,NA
"951554",NA,NA,NA
"969537",NA,NA,NA
"939468",NA,NA,NA
"958321",NA,NA,NA
"924971","2/19/2015","3",NA
"924971","11/4/2015","1",NA
"929763",NA,NA,NA
"967782",NA,NA,NA
"954569",NA,NA,NA
"940915",NA,NA,NA
"935873",NA,NA,NA
"939931",NA,NA,NA
"938099",NA,NA,NA
"932353",NA,NA,NA
"931555",NA,NA,NA
"926593",NA,NA,NA
"917324",NA,NA,NA
"932025","6/21/2022",NA,"1"
"929507",NA,NA,NA
"969538",NA,NA,NA
"964939",NA,NA,NA
"922010",NA,NA,NA
"973262",NA,NA,NA
"911214",NA,NA,NA
"945471",NA,NA,NA
"931824",NA,NA,NA
"964184",NA,NA,NA
"953697",NA,NA,NA
"961499",NA,NA,NA
"934524","6/3/2014","4",NA
"934524","4/13/2015","3",NA
"946800",NA,NA,NA
"944015",NA,NA,NA
"967435",NA,NA,NA
"939932","4/28/2022",NA,"1"
"971841",NA,NA,NA
"960272",NA,NA,NA
"941448",NA,NA,NA
"943015",NA,NA,NA
"953698",NA,NA,NA
"936233",NA,NA,NA
"968287",NA,NA,NA
"938102",NA,NA,NA
"901207",NA,NA,NA
"934525",NA,NA,NA
"970424",NA,NA,NA
"936234",NA,NA,NA
"959502",NA,NA,NA
"962411",NA,NA,NA
"922014",NA,NA,NA
"958323",NA,NA,NA
"959503","4/26/2022",NA,"1"
"946801",NA,NA,NA
"934526",NA,NA,NA
"950095",NA,NA,NA
"960273",NA,NA,NA
"948689",NA,NA,NA
"920043",NA,NA,NA
"938103","8/6/2010","2",NA
"950096",NA,NA,NA
"945518",NA,NA,NA
"929765",NA,NA,NA
"938104",NA,NA,NA
"953700",NA,NA,NA
"946802","6/8/2022",NA,"1"
"958324",NA,NA,NA
"933654",NA,NA,NA
"968971",NA,NA,NA
"950097",NA,NA,NA
"950098",NA,NA,NA
"952485",NA,NA,NA
"922016",NA,NA,NA
"953701",NA,NA,NA
"950099",NA,NA,NA
"947159",NA,NA,NA
"932354",NA,NA,NA
"966474",NA,NA,NA
"963410",NA,NA,NA
"966968",NA,NA,NA
"969539",NA,NA,NA
"966969","1/13/2022",NA,"4"
"948690","12/18/2014","1",NA
"948690","11/16/2015","1",NA
"966475",NA,NA,NA
"969540",NA,NA,NA
"944377",NA,NA,NA
"973263",NA,NA,NA
"950100","11/6/2021",NA,"1"
"966476",NA,NA,NA
"913742",NA,NA,NA
"875082",NA,NA,NA
"945861",NA,NA,NA
"968288",NA,NA,NA
"941449",NA,NA,NA
"945519",NA,NA,NA
"946627",NA,NA,NA
"962267",NA,NA,NA
"951555","6/23/2022",NA,"2"
"970996",NA,NA,NA
"941450",NA,NA,NA
"941451",NA,NA,NA
"936235",NA,NA,NA
"948306",NA,NA,NA
"963411",NA,NA,NA
"922018",NA,NA,NA
"924976",NA,NA,NA
"959504",NA,NA,NA
"948691",NA,NA,NA
"931558","6/14/2010","2",NA
"964373",NA,NA,NA
"929767",NA,NA,NA
"964402",NA,NA,NA
"950102",NA,NA,NA
"950103","8/22/2017","3",NA
"927953",NA,NA,NA
"967783",NA,NA,NA
"945521",NA,NA,NA
"938105",NA,NA,NA
"959505",NA,NA,NA
"968972",NA,NA,NA
"880686",NA,NA,NA
"969541",NA,NA,NA
"955767",NA,NA,NA
"958326",NA,NA,NA
"973264",NA,NA,NA
"932356",NA,NA,NA
"956450",NA,NA,NA
"958327",NA,NA,NA
"936236",NA,NA,NA
"959506",NA,NA,NA
"936237",NA,NA,NA
"961650",NA,NA,NA
"954112","4/28/2016","2",NA
"938287",NA,NA,NA
"961651",NA,NA,NA
"953702",NA,NA,NA
"951556",NA,NA,NA
"963879",NA,NA,NA
"924978",NA,NA,NA
"943017",NA,NA,NA
"963880",NA,NA,NA
"945523",NA,NA,NA
"956451",NA,NA,NA
"943018",NA,NA,NA
"962268",NA,NA,NA
"939935",NA,NA,NA
"966477",NA,NA,NA
"970425",NA,NA,NA
"936238",NA,NA,NA
"914303",NA,NA,NA
"938108",NA,NA,NA
"943020","8/5/2015","3",NA
"959267",NA,NA,NA
"929428",NA,NA,NA
"948692",NA,NA,NA
"938109","11/3/2016","2",NA
"945524",NA,NA,NA
"952257",NA,NA,NA
"951557",NA,NA,NA
"938111","7/14/2020","1",NA
"944379",NA,NA,NA
"956452",NA,NA,NA
"950104",NA,NA,NA
"966478",NA,NA,NA
"946803",NA,NA,NA
"962954",NA,NA,NA
"948693",NA,NA,NA
"952486","2/10/2015","3",NA
"932358",NA,NA,NA
"934530",NA,NA,NA
"969542",NA,NA,NA
"936240",NA,NA,NA
"943022",NA,NA,NA
"941454",NA,NA,NA
"946669",NA,NA,NA
"964941",NA,NA,NA
"927960",NA,NA,NA
"964403",NA,NA,NA
