"taxnum","date","shield_num","title"
963394,"04/12/17",1137,"POLICE OFFICER"
963394,"06/09/17",5227,"POLICE OFFICER"
969515,"11/02/20",16667,"POLICE OFFICER"
973241,"12/29/21",26136,"POLICE OFFICER"
946665,"07/08/08",3225,"POLICE OFFICER"
946665,"02/09/22",3225,"SERGEANT"
941400,"07/10/06",23246,"POLICE OFFICER"
938336,"07/11/05",11058,"POLICE OFFICER"
968265,"10/07/19",18909,"POLICE OFFICER"
950055,"08/30/19",2100,"DETECTIVE"
950055,"07/06/11",1067,"POLICE OFFICER"
964383,"10/18/17",7866,"POLICE OFFICER"
897006,"05/24/98",NA,"PO SPECIAL ASSIGN"
897006,"10/15/90",9699,"POLICE OFFICER"
962903,"10/11/16",20213,"POLICE OFFICER"
945496,"06/02/14",3022,"DETECTIVE"
945496,"01/07/08",16277,"POLICE OFFICER"
932303,"04/24/15",4562,"DETECTIVE"
932303,"07/01/03",4785,"POLICE OFFICER"
944352,"07/09/07",2454,"POLICE OFFICER"
944352,"03/05/19",3403,"SERGEANT"
950056,"07/06/11",13051,"POLICE OFFICER"
964384,"10/18/17",12151,"POLICE OFFICER"
964915,"01/10/18",6143,"POLICE OFFICER"
956419,"07/09/14",3084,"POLICE OFFICER"
962243,"10/11/16",21902,"POLICE OFFICER"
960214,"01/06/16",1123,"POLICE OFFICER"
952449,"07/11/12",2386,"POLICE OFFICER"
952449,"02/09/22",1191,"SERGEANT"
961638,"07/13/16",13995,"POLICE OFFICER"
971332,"04/28/21",1739,"POLICE OFFICER"
958295,"07/08/15",17942,"POLICE OFFICER"
968957,"01/06/20",15262,"POLICE OFFICER"
933637,"06/24/22",NA,"CAPTAIN"
933637,"06/26/15",NA,"LIEUTENANT"
933637,"01/20/04",7663,"POLICE OFFICER"
933637,"03/26/10",984,"SERGEANT"
956420,"07/09/14",14813,"POLICE OFFICER"
962943,"01/04/17",21940,"POLICE OFFICER"
970409,"12/29/20",11154,"POLICE OFFICER"
951530,"01/09/12",17763,"POLICE OFFICER"
958296,"07/08/15",20252,"POLICE OFFICER"
936182,"08/27/10",1404,"DETECTIVE"
936182,"01/10/05",5958,"POLICE OFFICER"
970989,"02/24/21",24604,"POLICE OFFICER"
950057,"07/06/11",15578,"POLICE OFFICER"
931541,"07/01/02",12074,"POLICE OFFICER"
965945,"07/02/18",12887,"POLICE OFFICER"
964385,"10/18/17",1336,"POLICE OFFICER"
954528,"07/09/13",5910,"POLICE OFFICER"
973242,"12/29/21",26157,"POLICE OFFICER"
973242,"04/01/22",7297,"POLICE OFFICER"
926552,"09/29/00",24108,"POLICE OFFICER"
926552,"10/26/07",1439,"SERGEANT"
956421,"07/09/14",2114,"POLICE OFFICER"
964386,"10/18/17",5025,"POLICE OFFICER"
938037,"07/11/05",29265,"POLICE OFFICER"
968266,"10/07/19",9346,"POLICE OFFICER"
931488,"07/01/02",11245,"POLICE OFFICER"
931488,"02/09/22",1203,"SERGEANT"
951532,"01/09/12",14624,"POLICE OFFICER"
951532,"08/31/18",4676,"SERGEANT"
955746,"01/08/14",12972,"POLICE OFFICER"
973243,"12/29/21",22031,"POLICE OFFICER"
968267,"10/07/19",24194,"POLICE OFFICER"
947983,"06/05/18",NA,"LIEUTENANT"
947983,"01/14/09",8113,"POLICE OFFICER"
947983,"12/17/15",3384,"SERGEANT"
954529,"07/09/13",5683,"POLICE OFFICER"
954529,"10/26/18",5622,"SERGEANT"
958297,"07/08/15",17755,"POLICE OFFICER"
954530,"07/09/13",18688,"POLICE OFFICER"
954530,"12/21/18",1136,"SERGEANT"
968958,"01/06/20",15283,"POLICE OFFICER"
951593,"11/20/18",1152,"DETECTIVE"
951593,"01/09/12",15637,"POLICE OFFICER"
968268,"10/07/19",18616,"POLICE OFFICER"
954531,"07/09/13",25409,"POLICE OFFICER"
959481,"10/07/15",178,"POLICE OFFICER"
956422,"07/09/14",10335,"POLICE OFFICER"
960215,"01/06/16",17231,"POLICE OFFICER"
934462,"06/24/16",4973,"DETECTIVE"
934462,"05/20/19",4976,"DETECTIVE"
934462,"07/01/04",12711,"POLICE OFFICER"
938038,"07/11/05",10869,"POLICE OFFICER"
963863,"07/05/17",25156,"POLICE OFFICER"
958298,"07/08/15",3657,"POLICE OFFICER"
953670,"01/09/13",26750,"POLICE OFFICER"
953670,"11/24/20",2999,"SERGEANT"
952450,"07/11/12",23120,"POLICE OFFICER"
952450,"06/25/20",3777,"SERGEANT"
954533,"07/09/13",6919,"POLICE OFFICER"
959410,"07/08/15",18837,"POLICE OFFICER"
965946,"07/02/18",8291,"POLICE OFFICER"
921962,"12/23/08",4716,"DETECTIVE"
921962,"08/31/98",24846,"POLICE OFFICER"
938039,"07/11/05",29269,"POLICE OFFICER"
938039,"02/24/06",28143,"POLICE OFFICER"
938039,"01/28/16",2929,"SERGEANT"
938039,"02/24/16",2015,"SERGEANT"
967766,"07/01/19",18146,"POLICE OFFICER"
968269,"10/07/19",10363,"POLICE OFFICER"
965661,"04/25/18",11877,"POLICE OFFICER"
953671,"01/09/13",28399,"POLICE OFFICER"
929693,"07/30/21",NA,"LIEUTENANT"
929693,"07/01/02",14607,"POLICE OFFICER"
929693,"02/28/14",1055,"SERGEANT"
921141,"07/01/98",10074,"POLICE OFFICER"
973244,"12/29/21",26624,"POLICE OFFICER"
954534,"06/10/21",2403,"DETECTIVE"
954534,"07/09/13",113,"POLICE OFFICER"
951533,"01/09/12",18576,"POLICE OFFICER"
929694,"07/01/02",29860,"POLICE OFFICER"
929694,"04/25/14",637,"SERGEANT"
932306,"07/01/03",10758,"POLICE OFFICER"
954535,"07/09/13",26653,"POLICE OFFICER"
924929,"10/28/16",NA,"CAPTAIN"
924929,"04/24/09",NA,"LIEUTENANT"
924929,"02/26/16",NA,"LT DET COMMANDER"
924929,"03/01/00",28536,"POLICE OFFICER"
924929,"11/30/05",245,"SERGEANT"
960216,"01/06/16",9664,"POLICE OFFICER"
924842,"03/30/07",4733,"DETECTIVE"
924842,"03/01/00",14135,"POLICE OFFICER"
962245,"10/11/16",2311,"POLICE OFFICER"
971826,"07/07/21",23538,"POLICE OFFICER"
950059,"07/06/11",9732,"POLICE OFFICER"
968959,"01/06/20",3287,"POLICE OFFICER"
960217,"01/06/16",13631,"POLICE OFFICER"
968270,"10/07/19",9386,"POLICE OFFICER"
966460,"10/24/18",16485,"POLICE OFFICER"
960218,"01/06/16",14039,"POLICE OFFICER"
960091,"10/07/15",658,"POLICE OFFICER"
960219,"01/06/16",14042,"POLICE OFFICER"
944353,"07/30/21",NA,"CAPTAIN"
944353,"09/28/17",NA,"LIEUTENANT"
944353,"07/09/07",13959,"POLICE OFFICER"
944353,"09/05/14",1370,"SERGEANT"
963396,"04/12/17",4905,"POLICE OFFICER"
952453,"10/26/18",3457,"DETECTIVE"
952453,"07/11/12",1056,"POLICE OFFICER"
952453,"06/25/20",3787,"SERGEANT"
954537,"07/09/13",25473,"POLICE OFFICER"
956423,"07/09/14",14200,"POLICE OFFICER"
949829,"07/06/10",3820,"POLICE OFFICER"
958300,"07/08/15",18270,"POLICE OFFICER"
929695,"10/25/13",910,"DETECTIVE"
929695,"01/20/22",917,"DETECTIVE"
929695,"07/01/02",25770,"POLICE OFFICER"
934317,"07/01/04",13700,"POLICE OFFICER"
938044,"10/26/12",6434,"DETECTIVE"
938044,"07/11/05",28656,"POLICE OFFICER"
958301,"07/08/15",18113,"POLICE OFFICER"
964916,"01/10/18",5583,"POLICE OFFICER"
970991,"02/24/21",24610,"POLICE OFFICER"
964387,"10/18/17",3644,"POLICE OFFICER"
970410,"12/29/20",9889,"POLICE OFFICER"
932308,"07/01/03",14852,"POLICE OFFICER"
932308,"03/02/15",1552,"SERGEANT"
951534,"10/26/18",5556,"DETECTIVE"
951534,"01/09/12",15136,"POLICE OFFICER"
951534,"05/29/20",5050,"SERGEANT"
971333,"04/28/21",8222,"POLICE OFFICER"
934464,"07/01/04",13777,"POLICE OFFICER"
962249,"10/11/16",23172,"POLICE OFFICER"
959484,"10/07/15",11505,"POLICE OFFICER"
942983,"01/10/07",13326,"POLICE OFFICER"
901159,"08/24/01",NA,"LIEUTENANT"
901159,"06/02/14",NA,"LT DET COMMANDER"
901159,"06/30/92",1706,"POLICE OFFICER"
901159,"07/01/98",4845,"SERGEANT"
938046,"07/11/05",2878,"POLICE OFFICER"
914538,"11/26/02",3721,"DETECTIVE"
914538,"05/01/95",2488,"POLICE OFFICER"
972524,"10/12/21",3500,"POLICE OFFICER"
927909,"07/02/01",4692,"POLICE OFFICER"
942984,"01/10/07",1510,"POLICE OFFICER"
903414,"12/23/03",NA,"CAPTAIN"
903414,"06/09/17",NA,"DEPUTY CHIEF"
903414,"06/27/08",NA,"DEPUTY INSPECTOR"
903414,"12/23/11",NA,"INSPECTOR"
903414,"11/20/01",NA,"LIEUTENANT"
903414,"08/30/93",26886,"POLICE OFFICER"
903414,"10/02/98",5126,"SERGEANT"
936185,"11/25/14",NA,"LIEUTENANT"
936185,"01/10/05",30622,"POLICE OFFICER"
936185,"09/24/10",49,"SERGEANT"
932310,"07/01/03",31447,"POLICE OFFICER"
932310,"07/27/18",433,"SERGEANT"
944354,"06/10/21",NA,"CAPTAIN"
944354,"08/22/17",NA,"LIEUTENANT"
944354,"07/09/07",10300,"POLICE OFFICER"
944354,"04/13/12",13010,"POLICE OFFICER"
944354,"08/30/12",1817,"SERGEANT"
952454,"03/05/19",7768,"DETECTIVE"
952454,"06/04/19",653,"DETECTIVE"
952454,"07/11/12",5450,"POLICE OFFICER"
945004,"08/30/16",NA,"LIEUTENANT"
945004,"07/09/07",10674,"POLICE OFFICER"
945004,"08/03/12",5345,"SERGEANT"
929696,"07/01/02",8513,"POLICE OFFICER"
929696,"02/24/17",1298,"SERGEANT"
963865,"07/05/17",19613,"POLICE OFFICER"
963865,"09/12/17",79,"POLICE OFFICER"
942985,"01/10/07",16772,"POLICE OFFICER"
947984,"02/26/20",NA,"LIEUTENANT"
947984,"01/14/09",20753,"POLICE OFFICER"
947984,"11/22/16",1981,"SERGEANT"
954538,"07/09/13",30308,"POLICE OFFICER"
932311,"08/05/09",591,"DETECTIVE"
932311,"07/01/03",25717,"POLICE OFFICER"
932311,"11/03/14",4741,"SERGEANT"
936187,"01/10/05",7561,"POLICE OFFICER"
959485,"10/07/15",21455,"POLICE OFFICER"
956424,"07/09/14",14499,"POLICE OFFICER"
970411,"12/29/20",12107,"POLICE OFFICER"
957369,"01/07/15",16322,"POLICE OFFICER"
951535,"01/09/12",15609,"POLICE OFFICER"
960221,"01/06/16",7651,"POLICE OFFICER"
963867,"07/05/17",26126,"POLICE OFFICER"
966461,"10/24/18",17040,"POLICE OFFICER"
966461,"11/21/19",7028,"POLICE OFFICER"
948003,"11/26/19",2923,"DETECTIVE"
948003,"01/14/09",8150,"POLICE OFFICER"
954539,"07/09/13",11065,"POLICE OFFICER"
959486,"10/07/15",24265,"POLICE OFFICER"
954892,"02/26/20",7134,"DETECTIVE"
954892,"07/09/13",117,"POLICE OFFICER"
939910,"04/24/15",4566,"DETECTIVE"
939910,"06/14/16",4521,"DETECTIVE"
939910,"01/09/06",28105,"POLICE OFFICER"
939910,"06/09/17",779,"SERGEANT"
953433,"07/11/12",23769,"POLICE OFFICER"
958302,"07/08/15",19614,"POLICE OFFICER"
921965,"08/31/98",19315,"POLICE OFFICER"
921965,"06/28/07",173,"SERGEANT"
921965,"12/07/17",237,"SERGEANT"
921965,"01/27/12",NA,"SGT DET SQUAD"
964388,"10/18/17",4258,"POLICE OFFICER"
964917,"01/10/18",1669,"POLICE OFFICER"
895068,"03/24/99",NA,"LIEUTENANT"
895068,"12/20/02",NA,"LT SPECIAL ASSIGN"
895068,"01/21/85",23520,"POLICE OFFICER"
895068,"07/29/94",226,"SERGEANT"
934466,"07/01/04",11898,"POLICE OFFICER"
934466,"06/28/13",1147,"SERGEANT"
934466,"07/30/21",NA,"SGT DET SQUAD"
938048,"07/11/05",28659,"POLICE OFFICER"
938048,"09/30/16",1200,"SERGEANT"
968960,"01/06/20",4942,"POLICE OFFICER"
923545,"11/30/07",1829,"DETECTIVE"
923545,"07/07/99",17200,"POLICE OFFICER"
966957,"01/03/19",30256,"POLICE OFFICER"
946772,"07/08/08",15410,"POLICE OFFICER"
969516,"11/02/20",23226,"POLICE OFFICER"
941403,"07/10/06",3394,"POLICE OFFICER"
972525,"10/12/21",3235,"POLICE OFFICER"
934467,"07/01/04",21899,"POLICE OFFICER"
945147,"07/09/07",20709,"POLICE OFFICER"
945147,"02/28/14",1076,"SERGEANT"
938049,"10/31/11",1176,"DETECTIVE"
938049,"07/11/05",9626,"POLICE OFFICER"
945498,"02/09/22",1061,"DETECTIVE"
945498,"01/07/08",17641,"POLICE OFFICER"
971827,"07/07/21",24025,"POLICE OFFICER"
923547,"07/07/99",3475,"POLICE OFFICER"
923547,"12/23/10",4357,"SERGEANT"
957370,"01/07/15",17027,"POLICE OFFICER"
956425,"07/09/14",4639,"POLICE OFFICER"
947896,"01/14/09",6134,"POLICE OFFICER"
947896,"06/09/17",2140,"SERGEANT"
964918,"01/10/18",30633,"POLICE OFFICER"
966959,"01/03/19",28203,"POLICE OFFICER"
944356,"07/09/07",10301,"POLICE OFFICER"
966960,"01/03/19",28207,"POLICE OFFICER"
944357,"07/09/07",1845,"POLICE OFFICER"
944357,"01/07/21",1844,"POLICE OFFICER"
957371,"01/07/15",17133,"POLICE OFFICER"
927910,"07/02/01",126,"POLICE OFFICER"
927910,"09/24/10",58,"SERGEANT"
927912,"06/28/13",1468,"DETECTIVE"
927912,"07/02/01",10264,"POLICE OFFICER"
932312,"07/01/03",5082,"POLICE OFFICER"
932312,"07/25/08",627,"SERGEANT"
929697,"07/01/02",21654,"POLICE OFFICER"
951536,"01/09/12",18257,"POLICE OFFICER"
950062,"07/06/11",13065,"POLICE OFFICER"
957372,"01/07/15",16773,"POLICE OFFICER"
960222,"01/06/16",23990,"POLICE OFFICER"
953673,"01/09/13",7399,"POLICE OFFICER"
938050,"07/11/05",28835,"POLICE OFFICER"
939298,"07/11/05",7587,"POLICE OFFICER"
939298,"08/30/16",207,"SERGEANT"
934469,"12/21/16",NA,"LIEUTENANT"
934469,"07/01/04",11928,"POLICE OFFICER"
934469,"09/24/10",65,"SERGEANT"
971828,"07/07/21",23182,"POLICE OFFICER"
973245,"12/29/21",28056,"POLICE OFFICER"
966462,"10/24/18",3509,"POLICE OFFICER"
948648,"12/22/17",237,"DETECTIVE"
948648,"07/06/10",6681,"POLICE OFFICER"
950063,"07/06/11",4530,"POLICE OFFICER"
950063,"11/24/20",3037,"SERGEANT"
934470,"07/01/04",10785,"POLICE OFFICER"
934470,"09/23/08",10722,"POLICE OFFICER"
934470,"09/30/13",3305,"SERGEANT"
937860,"10/18/21",NA,"LIEUTENANT"
937860,"07/11/05",16162,"POLICE OFFICER"
937860,"06/25/14",4850,"SERGEANT"
953674,"07/29/19",5180,"DETECTIVE"
953674,"01/09/13",10391,"POLICE OFFICER"
966961,"01/03/19",26115,"POLICE OFFICER"
965947,"07/02/18",9148,"POLICE OFFICER"
962945,"01/04/17",21955,"POLICE OFFICER"
948649,"07/06/10",7440,"POLICE OFFICER"
948649,"09/30/14",7494,"POLICE OFFICER"
960223,"01/06/16",16539,"POLICE OFFICER"
941259,"07/10/06",26587,"POLICE OFFICER"
937482,"01/10/05",9647,"POLICE OFFICER"
942986,"01/10/07",8821,"POLICE OFFICER"
942986,"11/26/13",1371,"SERGEANT"
950064,"07/06/11",1996,"POLICE OFFICER"
960224,"05/27/22",1996,"DETECTIVE"
960224,"01/06/16",1072,"POLICE OFFICER"
973246,"12/29/21",22653,"POLICE OFFICER"
967432,"04/15/19",817,"POLICE OFFICER"
942757,"07/10/06",29826,"POLICE OFFICER"
942757,"07/06/10",26173,"POLICE OFFICER"
970412,"12/29/20",7581,"POLICE OFFICER"
929752,"07/01/02",4876,"POLICE OFFICER"
970413,"12/29/20",11156,"POLICE OFFICER"
964389,"10/18/17",10570,"POLICE OFFICER"
939911,"01/09/06",99,"POLICE OFFICER"
936781,"01/10/05",18498,"POLICE OFFICER"
936781,"10/26/12",1267,"SERGEANT"
936781,"07/12/13",2691,"SERGEANT"
934471,"07/01/04",31064,"POLICE OFFICER"
973247,"12/29/21",30096,"POLICE OFFICER"
945500,"12/21/16",5927,"DETECTIVE"
945500,"01/07/08",15111,"POLICE OFFICER"
960225,"01/06/16",7708,"POLICE OFFICER"
959487,"10/07/15",15721,"POLICE OFFICER"
927914,"11/25/08",55,"DETECTIVE"
927914,"07/02/01",18081,"POLICE OFFICER"
895214,"04/28/00",NA,"LIEUTENANT"
895214,"07/25/08",NA,"LT SPECIAL ASSIGN"
895214,"01/01/90",14786,"POLICE OFFICER"
895214,"03/29/96",217,"SERGEANT"
967767,"07/01/19",18813,"POLICE OFFICER"
914217,"01/31/03",7556,"DETECTIVE"
914217,"05/01/95",4935,"POLICE OFFICER"
952455,"07/11/12",17952,"POLICE OFFICER"
942987,"01/10/07",25610,"POLICE OFFICER"
942987,"07/30/21",732,"SERGEANT"
948650,"07/06/10",5532,"POLICE OFFICER"
937806,"07/11/05",22321,"POLICE OFFICER"
929698,"07/01/02",18656,"POLICE OFFICER"
957373,"01/07/15",15741,"POLICE OFFICER"
929699,"10/28/16",5729,"DETECTIVE"
929699,"07/01/02",2660,"POLICE OFFICER"
944251,"06/24/22",5996,"DETECTIVE"
944251,"07/09/07",3619,"POLICE OFFICER"
944251,"10/18/21",3697,"POLICE OFFICER"
948651,"07/06/10",8536,"POLICE OFFICER"
948651,"06/05/18",2484,"SERGEANT"
953675,"11/20/18",118,"DETECTIVE"
953675,"01/09/13",7408,"POLICE OFFICER"
938053,"12/21/21",NA,"LIEUTENANT"
938053,"07/11/05",9458,"POLICE OFFICER"
938053,"08/30/16",224,"SERGEANT"
932314,"07/01/03",12323,"POLICE OFFICER"
939912,"01/09/06",10552,"POLICE OFFICER"
948652,"07/06/10",11385,"POLICE OFFICER"
946774,"07/08/08",15429,"POLICE OFFICER"
973248,"12/29/21",30334,"POLICE OFFICER"
945501,"01/07/08",16310,"POLICE OFFICER"
963398,"04/12/17",8573,"POLICE OFFICER"
945502,"01/07/08",13583,"POLICE OFFICER"
945502,"06/14/21",19377,"POLICE OFFICER"
953676,"01/09/13",6611,"POLICE OFFICER"
954540,"07/09/13",1772,"POLICE OFFICER"
944358,"07/09/07",1868,"POLICE OFFICER"
954541,"07/09/13",16329,"POLICE OFFICER"
934474,"06/28/19",NA,"LIEUTENANT"
934474,"07/01/04",25108,"POLICE OFFICER"
934474,"03/30/12",4554,"SERGEANT"
965948,"07/02/18",9191,"POLICE OFFICER"
936190,"11/20/18",1752,"DETECTIVE"
936190,"01/10/05",26466,"POLICE OFFICER"
957374,"01/07/15",15581,"POLICE OFFICER"
963870,"07/05/17",17386,"POLICE OFFICER"
952456,"07/11/12",21783,"POLICE OFFICER"
962946,"01/04/17",12741,"POLICE OFFICER"
934475,"10/28/16",NA,"CAPTAIN"
934475,"11/24/20",NA,"DEPUTY INSPECTOR"
934475,"06/29/12",NA,"LIEUTENANT"
934475,"07/01/04",12741,"POLICE OFFICER"
934475,"03/26/10",986,"SERGEANT"
972526,"10/12/21",3514,"POLICE OFFICER"
961496,"04/06/16",1834,"POLICE OFFICER"
939913,"11/24/20",NA,"LIEUTENANT"
939913,"01/09/06",14039,"POLICE OFFICER"
939913,"04/25/14",681,"SERGEANT"
932315,"07/01/03",21950,"POLICE OFFICER"
932315,"09/24/10",72,"SERGEANT"
879342,"10/29/93",220,"DETECTIVE"
879342,"04/27/94",262,"DETECTIVE"
879342,"09/08/95",220,"DETECTIVE"
879342,"01/03/83",22854,"POLICE OFFICER"
963871,"07/05/17",24336,"POLICE OFFICER"
946666,"07/08/08",1335,"POLICE OFFICER"
946666,"02/23/10",5823,"POLICE OFFICER"
960228,"01/06/16",12802,"POLICE OFFICER"
939090,"07/11/05",4790,"POLICE OFFICER"
937807,"06/10/21",NA,"LIEUTENANT"
937807,"07/11/05",22329,"POLICE OFFICER"
937807,"03/30/12",5239,"SERGEANT"
952457,"07/11/12",4174,"POLICE OFFICER"
944359,"07/09/07",17175,"POLICE OFFICER"
944359,"01/30/18",3875,"SERGEANT"
968271,"10/07/19",7515,"POLICE OFFICER"
925004,"04/01/22",3402,"DETECTIVE"
925004,"03/01/00",9880,"POLICE OFFICER"
965662,"04/25/18",11878,"POLICE OFFICER"
913196,"12/19/14",NA,"ASSISTANT CHIEF"
913196,"03/31/00",NA,"CAPTAIN"
913196,"12/23/08",NA,"DEPUTY CHIEF"
913196,"06/27/03",NA,"DEPUTY INSPECTOR"
913196,"11/30/05",NA,"INSPECTOR"
913196,"05/08/97",NA,"LIEUTENANT"
913196,"05/01/95",3705,"SERGEANT"
950066,"07/06/11",13898,"POLICE OFFICER"
928687,"11/03/14",1197,"DETECTIVE"
928687,"07/02/01",4243,"POLICE OFFICER"
941408,"07/10/06",9392,"POLICE OFFICER"
946435,"07/18/12",6097,"DETECTIVE"
946435,"07/06/11",7465,"POLICE OFFICER"
920016,"03/31/06",1215,"DETECTIVE"
920016,"04/19/13",2159,"DETECTIVE"
920016,"12/08/97",19364,"POLICE OFFICER"
958304,"07/08/15",5014,"POLICE OFFICER"
941409,"06/30/17",NA,"LIEUTENANT"
941409,"07/10/06",13541,"POLICE OFFICER"
941409,"09/30/13",3660,"SERGEANT"
941410,"07/10/06",24394,"POLICE OFFICER"
957375,"01/07/15",22482,"POLICE OFFICER"
950067,"07/06/11",1078,"POLICE OFFICER"
951537,"01/09/12",6606,"POLICE OFFICER"
936192,"01/10/05",8582,"POLICE OFFICER"
963872,"07/05/17",20173,"POLICE OFFICER"
923163,"08/31/98",31991,"POLICE OFFICER"
923163,"02/25/11",2420,"SERGEANT"
972527,"10/12/21",3531,"POLICE OFFICER"
948653,"07/06/10",26457,"POLICE OFFICER"
948653,"10/18/21",2791,"SERGEANT"
967768,"07/01/19",17214,"POLICE OFFICER"
948654,"07/06/10",322,"POLICE OFFICER"
948654,"05/29/20",827,"SERGEANT"
929701,"03/26/10",7783,"DETECTIVE"
929701,"07/01/02",22150,"POLICE OFFICER"
962252,"10/11/16",12788,"POLICE OFFICER"
954543,"07/09/13",31734,"POLICE OFFICER"
915299,"06/30/95",6745,"POLICE OFFICER"
920017,"12/23/10",NA,"LIEUTENANT"
920017,"06/10/21",NA,"LT SPECIAL ASSIGN"
920017,"12/08/97",26117,"POLICE OFFICER"
920017,"05/29/03",734,"SERGEANT"
952458,"07/11/12",22472,"POLICE OFFICER"
952458,"10/07/19",3214,"SERGEANT"
921970,"11/02/09",NA,"LIEUTENANT"
921970,"08/31/98",28927,"POLICE OFFICER"
921970,"11/25/03",215,"SERGEANT"
950068,"07/06/11",21832,"POLICE OFFICER"
950068,"05/27/22",3378,"SERGEANT"
973249,"12/29/21",20075,"POLICE OFFICER"
960232,"01/06/16",12351,"POLICE OFFICER"
956428,"07/09/14",11690,"POLICE OFFICER"
962947,"01/04/17",21636,"POLICE OFFICER"
941411,"08/31/15",3119,"DETECTIVE"
941411,"07/10/06",9396,"POLICE OFFICER"
941411,"02/23/07",870,"POLICE OFFICER"
967769,"07/01/19",17590,"POLICE OFFICER"
946728,"06/09/17",556,"DETECTIVE"
946728,"08/17/20",503,"DETECTIVE"
946728,"07/08/08",13086,"POLICE OFFICER"
973250,"12/29/21",28800,"POLICE OFFICER"
968961,"01/06/20",11309,"POLICE OFFICER"
955751,"12/21/21",6006,"DETECTIVE"
955751,"01/08/14",13263,"POLICE OFFICER"
964919,"01/10/18",31467,"POLICE OFFICER"
969517,"11/02/20",19141,"POLICE OFFICER"
917041,"12/30/05",7895,"DETECTIVE"
917041,"07/18/96",11289,"POLICE OFFICER"
917041,"01/26/07",2423,"SERGEANT"
917041,"03/01/17",NA,"SGT DET SQUAD"
917041,"05/13/20",NA,"SGT DET SQUAD"
934478,"07/01/04",30753,"POLICE OFFICER"
947459,"03/31/17",5619,"DETECTIVE"
947459,"07/08/08",15506,"POLICE OFFICER"
956429,"07/09/14",515,"POLICE OFFICER"
968272,"10/07/19",18944,"POLICE OFFICER"
934479,"07/01/04",21073,"POLICE OFFICER"
972528,"10/12/21",3860,"POLICE OFFICER"
960235,"01/06/16",13232,"POLICE OFFICER"
946446,"01/07/08",25272,"POLICE OFFICER"
936194,"01/10/05",7476,"POLICE OFFICER"
956430,"07/09/14",14874,"POLICE OFFICER"
945504,"01/07/08",21282,"POLICE OFFICER"
960230,"01/06/16",1653,"POLICE OFFICER"
972529,"10/12/21",4104,"POLICE OFFICER"
946775,"07/08/08",22167,"POLICE OFFICER"
940968,"01/09/06",26325,"POLICE OFFICER"
940968,"07/30/21",734,"SERGEANT"
954544,"07/09/13",21186,"POLICE OFFICER"
954544,"12/21/18",1797,"SERGEANT"
936195,"01/10/05",20369,"POLICE OFFICER"
932319,"07/01/03",132,"POLICE OFFICER"
960236,"01/06/16",17243,"POLICE OFFICER"
970414,"12/29/20",8466,"POLICE OFFICER"
950069,"07/06/11",15582,"POLICE OFFICER"
932320,"07/01/03",10765,"POLICE OFFICER"
932320,"12/23/08",2877,"SERGEANT"
920019,"04/30/20",NA,"LIEUTENANT"
920019,"12/08/97",23183,"POLICE OFFICER"
920019,"11/30/05",255,"SERGEANT"
901162,"08/29/02",5129,"DETECTIVE"
901162,"06/30/92",454,"POLICE OFFICER"
934480,"06/02/14",5075,"DETECTIVE"
934480,"07/01/04",24300,"POLICE OFFICER"
961641,"07/13/16",9915,"POLICE OFFICER"
917296,"07/18/96",6592,"POLICE OFFICER"
917296,"06/28/13",1160,"SERGEANT"
917296,"05/08/14",44,"SERGEANT"
958307,"07/08/15",20775,"POLICE OFFICER"
956431,"04/01/22",2629,"DETECTIVE"
956431,"07/09/14",12971,"POLICE OFFICER"
956432,"07/09/14",9271,"POLICE OFFICER"
901041,"09/29/08",NA,"CAPTAIN"
901041,"07/30/21",NA,"DEPUTY CHIEF"
901041,"05/27/11",NA,"DEPUTY INSPECTOR"
901041,"03/02/15",NA,"INSPECTOR"
901041,"05/30/02",NA,"LIEUTENANT"
901041,"06/30/92",20606,"POLICE OFFICER"
901041,"09/24/92",20691,"POLICE OFFICER"
901041,"07/22/98",2088,"SERGEANT"
946776,"07/08/08",4009,"POLICE OFFICER"
941414,"07/10/06",15466,"POLICE OFFICER"
929706,"07/01/02",21785,"POLICE OFFICER"
929706,"07/27/07",1196,"SERGEANT"
941415,"07/10/06",4445,"POLICE OFFICER"
941415,"02/28/14",1102,"SERGEANT"
947897,"01/27/17",6016,"DETECTIVE"
947897,"01/14/09",6721,"POLICE OFFICER"
973251,"12/29/21",22665,"POLICE OFFICER"
968273,"10/07/19",22869,"POLICE OFFICER"
969518,"11/02/20",17236,"POLICE OFFICER"
968962,"01/06/20",3321,"POLICE OFFICER"
964390,"10/18/17",8203,"POLICE OFFICER"
878931,"05/27/05",NA,"CAPTAIN"
878931,"01/03/83",2225,"DETECTIVE"
878931,"04/28/00",NA,"LIEUTENANT"
878931,"09/29/95",4451,"SERGEANT"
934482,"12/21/21",NA,"LIEUTENANT"
934482,"07/01/04",13790,"POLICE OFFICER"
934482,"10/28/16",4020,"SERGEANT"
969519,"11/02/20",18770,"POLICE OFFICER"
942989,"04/30/20",NA,"CAPTAIN"
942989,"08/01/16",NA,"LIEUTENANT"
942989,"01/10/07",14428,"POLICE OFFICER"
942989,"08/30/12",1830,"SERGEANT"
936196,"08/30/16",NA,"LIEUTENANT"
936196,"01/10/05",7227,"POLICE OFFICER"
936196,"10/28/11",3482,"SERGEANT"
962948,"01/04/17",20690,"POLICE OFFICER"
952459,"04/01/22",3407,"DETECTIVE"
952459,"07/11/12",23866,"POLICE OFFICER"
