"taxnum","date","shield_num","title"
925602,"08/31/06",86,"SERGEANT"
925602,"12/23/10",NA,"SGT DET SQUAD"
930296,"04/26/13",NA,"LIEUTENANT"
930296,"07/01/02",25291,"POLICE OFFICER"
930296,"07/27/07",4016,"SERGEANT"
972680,"10/12/21",1351,"POLICE OFFICER"
930298,"07/01/02",24368,"POLICE OFFICER"
956711,"07/09/14",14299,"POLICE OFFICER"
952820,"07/11/12",31483,"POLICE OFFICER"
952820,"02/09/22",1894,"SERGEANT"
971984,"07/07/21",24095,"POLICE OFFICER"
969765,"11/02/20",22913,"POLICE OFFICER"
890128,"08/31/06",3118,"DETECTIVE"
890128,"01/01/90",1851,"POLICE OFFICER"
971082,"02/24/21",26655,"POLICE OFFICER"
964038,"07/05/17",16373,"POLICE OFFICER"
956712,"07/09/14",3357,"POLICE OFFICER"
947057,"07/08/08",19140,"POLICE OFFICER"
954906,"07/09/13",6667,"POLICE OFFICER"
942779,"11/21/17",2298,"DETECTIVE"
942779,"07/10/06",30188,"POLICE OFFICER"
942779,"03/02/11",5556,"POLICE OFFICER"
930300,"01/28/11",5754,"DETECTIVE"
930300,"07/01/02",5556,"POLICE OFFICER"
955934,"01/08/14",11386,"POLICE OFFICER"
934741,"07/01/04",29395,"POLICE OFFICER"
934741,"05/23/17",29395,"POLICE OFFICER"
934741,"05/02/16",1787,"SERGEANT"
955967,"01/08/14",11401,"POLICE OFFICER"
949073,"07/06/10",10461,"POLICE OFFICER"
931713,"07/01/02",14743,"POLICE OFFICER"
931713,"04/24/09",1478,"SERGEANT"
967101,"01/03/19",25319,"POLICE OFFICER"
958671,"04/30/20",4379,"DETECTIVE"
958671,"07/08/15",7516,"POLICE OFFICER"
933824,"05/28/10",2408,"DETECTIVE"
933824,"01/20/04",12117,"POLICE OFFICER"
942899,"01/10/07",748,"POLICE OFFICER"
941874,"09/30/13",1679,"DETECTIVE"
941874,"07/10/06",11207,"POLICE OFFICER"
949074,"01/27/17",6083,"DETECTIVE"
949074,"07/06/10",31650,"POLICE OFFICER"
949074,"02/24/17",3870,"SERGEANT"
904093,"05/29/12",NA,"CAPTAIN"
904093,"11/20/18",NA,"DEPUTY INSPECTOR"
904093,"11/25/03",NA,"LIEUTENANT"
904093,"08/30/93",30057,"POLICE OFFICER"
904093,"11/24/98",3870,"SERGEANT"
965163,"01/10/18",22607,"POLICE OFFICER"
933308,"07/01/03",31640,"POLICE OFFICER"
922469,"06/29/12",NA,"LIEUTENANT"
922469,"08/31/98",28690,"POLICE OFFICER"
922469,"11/30/05",1830,"SERGEANT"
930302,"07/01/02",25314,"POLICE OFFICER"
969767,"11/02/20",22999,"POLICE OFFICER"
969768,"11/02/20",23383,"POLICE OFFICER"
963561,"04/12/17",9149,"POLICE OFFICER"
972681,"10/12/21",6762,"POLICE OFFICER"
962457,"10/11/16",19161,"POLICE OFFICER"
969769,"11/02/20",25146,"POLICE OFFICER"
962458,"10/11/16",23446,"POLICE OFFICER"
963063,"01/04/17",20923,"POLICE OFFICER"
933565,"01/20/04",26318,"POLICE OFFICER"
893131,"12/05/97",1629,"DETECTIVE"
893131,"01/01/90",16296,"POLICE OFFICER"
971985,"07/07/21",14068,"POLICE OFFICER"
973452,"12/29/21",29679,"POLICE OFFICER"
943340,"01/10/07",14519,"POLICE OFFICER"
943340,"02/29/08",12690,"POLICE OFFICER"
933825,"05/29/12",1942,"DETECTIVE"
933825,"01/20/04",1470,"POLICE OFFICER"
933825,"11/09/07",23951,"POLICE OFFICER"
933825,"08/30/12",5543,"SERGEANT"
932766,"08/03/12",NA,"LIEUTENANT"
932766,"07/01/03",30774,"POLICE OFFICER"
932766,"07/25/08",1910,"SERGEANT"
963562,"04/12/17",8686,"POLICE OFFICER"
932767,"01/30/15",NA,"CAPTAIN"
932767,"07/30/21",NA,"DEPUTY INSPECTOR"
932767,"08/03/12",NA,"LIEUTENANT"
932767,"07/01/03",26918,"POLICE OFFICER"
932767,"07/25/08",1911,"SERGEANT"
947767,"09/30/16",7145,"DETECTIVE"
947767,"07/08/08",8657,"POLICE OFFICER"
947767,"06/09/17",1122,"SERGEANT"
951802,"01/09/12",17478,"POLICE OFFICER"
951802,"06/15/22",11713,"POLICE OFFICER"
935032,"06/28/19",NA,"CAPTAIN"
935032,"11/24/15",NA,"LIEUTENANT"
935032,"07/01/04",7609,"POLICE OFFICER"
935032,"10/28/11",3845,"SERGEANT"
958672,"07/08/15",20158,"POLICE OFFICER"
945800,"06/24/16",4923,"DETECTIVE"
945800,"01/07/08",29907,"POLICE OFFICER"
958673,"07/08/15",19833,"POLICE OFFICER"
944630,"07/09/07",7826,"POLICE OFFICER"
953942,"01/09/13",25672,"POLICE OFFICER"
936723,"01/10/05",29924,"POLICE OFFICER"
936723,"10/07/19",3558,"SERGEANT"
906400,"10/29/04",463,"DETECTIVE"
906400,"02/28/94",3222,"POLICE OFFICER"
973453,"12/29/21",29895,"POLICE OFFICER"
973454,"12/29/21",30155,"POLICE OFFICER"
936724,"01/10/05",19316,"POLICE OFFICER"
953943,"01/09/13",11630,"POLICE OFFICER"
965164,"01/10/18",26975,"POLICE OFFICER"
930304,"07/01/02",9826,"POLICE OFFICER"
930304,"11/30/07",4921,"SERGEANT"
930304,"12/21/16",NA,"SGT DET SQUAD"
930305,"07/01/02",8133,"POLICE OFFICER"
941875,"10/26/12",203,"DETECTIVE"
941875,"07/10/06",22271,"POLICE OFFICER"
947059,"07/08/08",18110,"POLICE OFFICER"
964039,"07/05/17",25840,"POLICE OFFICER"
953944,"01/09/13",9885,"POLICE OFFICER"
953944,"06/28/19",229,"SERGEANT"
959681,"10/07/15",20537,"POLICE OFFICER"
969105,"01/06/20",22320,"POLICE OFFICER"
971464,"04/28/21",20498,"POLICE OFFICER"
934984,"07/01/04",23862,"POLICE OFFICER"
958674,"07/08/15",18890,"POLICE OFFICER"
932758,"07/01/03",8087,"POLICE OFFICER"
932758,"06/29/12",4398,"SERGEANT"
965165,"01/10/18",9151,"POLICE OFFICER"
933826,"01/20/04",24629,"POLICE OFFICER"
949076,"01/27/17",6087,"DETECTIVE"
949076,"07/06/10",10468,"POLICE OFFICER"
949076,"02/09/22",1904,"SERGEANT"
932994,"07/01/03",17675,"POLICE OFFICER"
956714,"07/09/14",15322,"POLICE OFFICER"
960633,"01/06/16",3082,"POLICE OFFICER"
965167,"01/10/18",29249,"POLICE OFFICER"
934985,"07/01/04",5593,"POLICE OFFICER"
968468,"10/07/19",6699,"POLICE OFFICER"
950552,"07/06/11",731,"POLICE OFFICER"
954908,"07/09/13",17342,"POLICE OFFICER"
958675,"07/08/15",17187,"POLICE OFFICER"
940231,"01/09/06",10864,"POLICE OFFICER"
940231,"03/28/13",3808,"SERGEANT"
947918,"01/14/09",5189,"POLICE OFFICER"
947918,"06/10/21",1041,"SERGEANT"
957653,"01/07/15",16379,"POLICE OFFICER"
949077,"08/31/18",7762,"DETECTIVE"
949077,"07/06/10",5765,"POLICE OFFICER"
949077,"06/10/21",1051,"SERGEANT"
951455,"07/06/11",20121,"POLICE OFFICER"
936725,"09/29/14",NA,"CAPTAIN"
936725,"12/19/19",NA,"DEPUTY INSPECTOR"
936725,"06/29/12",NA,"LIEUTENANT"
936725,"01/10/05",13789,"POLICE OFFICER"
936725,"01/27/10",288,"SERGEANT"
955969,"01/08/14",13693,"POLICE OFFICER"
973455,"12/29/21",28881,"POLICE OFFICER"
955833,"03/18/21",3376,"DETECTIVE"
955833,"01/08/14",13716,"POLICE OFFICER"
944076,"01/10/07",15642,"POLICE OFFICER"
965166,"01/10/18",390,"POLICE OFFICER"
951803,"01/09/12",18330,"POLICE OFFICER"
925415,"03/01/00",20374,"POLICE OFFICER"
925415,"09/30/16",1503,"SERGEANT"
929438,"06/09/17",NA,"CAPTAIN"
929438,"03/18/21",NA,"DEPUTY INSPECTOR"
929438,"05/25/07",6933,"DETECTIVE"
929438,"01/31/14",NA,"LIEUTENANT"
929438,"07/01/02",27292,"POLICE OFFICER"
929438,"07/27/07",2583,"SERGEANT"
929438,"01/28/11",NA,"SGT DET SQUAD"
956716,"07/09/14",12589,"POLICE OFFICER"
934986,"07/01/04",12838,"POLICE OFFICER"
934986,"03/02/15",1937,"SERGEANT"
943342,"01/10/07",19266,"POLICE OFFICER"
954909,"07/09/13",7716,"POLICE OFFICER"
943343,"01/10/07",24804,"POLICE OFFICER"
950553,"07/06/11",19694,"POLICE OFFICER"
968469,"10/07/19",17647,"POLICE OFFICER"
963065,"01/04/17",20461,"POLICE OFFICER"
967914,"07/01/19",13808,"POLICE OFFICER"
943344,"01/10/07",5158,"POLICE OFFICER"
943344,"08/30/16",492,"SERGEANT"
953946,"06/28/19",4838,"DETECTIVE"
953946,"01/09/13",24474,"POLICE OFFICER"
953946,"10/07/19",2973,"SERGEANT"
954910,"07/09/13",31923,"POLICE OFFICER"
952822,"07/11/12",6892,"POLICE OFFICER"
925417,"12/21/07",4096,"DETECTIVE"
925417,"03/01/00",5545,"POLICE OFFICER"
960492,"01/06/16",5597,"POLICE OFFICER"
964042,"07/05/17",5173,"POLICE OFFICER"
923926,"01/28/16",5297,"DETECTIVE"
923926,"07/07/99",4300,"POLICE OFFICER"
955970,"01/08/14",12028,"POLICE OFFICER"
952823,"11/26/19",2880,"DETECTIVE"
952823,"07/11/12",31743,"POLICE OFFICER"
957654,"01/07/15",18993,"POLICE OFFICER"
950554,"07/06/11",9943,"POLICE OFFICER"
941876,"07/10/06",11722,"POLICE OFFICER"
936727,"01/10/05",948,"POLICE OFFICER"
936727,"02/28/19",22288,"POLICE OFFICER"
970579,"12/29/20",7803,"POLICE OFFICER"
964043,"07/05/17",22254,"POLICE OFFICER"
943345,"12/22/20",NA,"LIEUTENANT"
943345,"01/10/07",13754,"POLICE OFFICER"
943345,"06/25/14",4088,"SERGEANT"
945802,"06/30/17",NA,"LIEUTENANT"
945802,"01/07/08",26813,"POLICE OFFICER"
945802,"03/28/13",3875,"SERGEANT"
959682,"10/07/15",16045,"POLICE OFFICER"
955971,"01/08/14",12345,"POLICE OFFICER"
959683,"10/07/15",21731,"POLICE OFFICER"
972682,"10/12/21",7082,"POLICE OFFICER"
966096,"07/02/18",7926,"POLICE OFFICER"
963564,"04/12/17",6029,"POLICE OFFICER"
932769,"07/01/03",945,"POLICE OFFICER"
957655,"01/07/15",16242,"POLICE OFFICER"
940232,"01/09/06",20462,"POLICE OFFICER"
958679,"07/08/15",7000,"POLICE OFFICER"
962459,"10/11/16",24561,"POLICE OFFICER"
971466,"04/28/21",7403,"POLICE OFFICER"
971466,"08/16/21",24461,"POLICE OFFICER"
968473,"10/07/19",13366,"POLICE OFFICER"
930309,"07/30/21",NA,"CAPTAIN"
930309,"07/28/14",NA,"LIEUTENANT"
930309,"07/01/02",9300,"POLICE OFFICER"
930309,"12/23/10",4822,"SERGEANT"
949079,"07/06/10",2195,"POLICE OFFICER"
961804,"07/13/16",1226,"POLICE OFFICER"
954911,"07/09/13",12176,"POLICE OFFICER"
972683,"10/12/21",2310,"POLICE OFFICER"
938820,"11/21/17",2299,"DETECTIVE"
938820,"07/11/05",12096,"POLICE OFFICER"
953947,"01/09/13",21531,"POLICE OFFICER"
930310,"04/30/08",912,"DETECTIVE"
930310,"06/02/14",NA,"LIEUTENANT"
930310,"11/20/18",NA,"LT DET COMMANDER"
930310,"07/01/02",939,"POLICE OFFICER"
930310,"03/26/10",987,"SERGEANT"
931716,"07/01/02",28188,"POLICE OFFICER"
972346,"07/09/21",14101,"POLICE OFFICER"
938635,"07/11/05",3911,"POLICE OFFICER"
925418,"03/01/00",11837,"POLICE OFFICER"
925418,"12/30/05",3023,"SERGEANT"
933828,"01/20/04",26322,"POLICE OFFICER"
929594,"07/01/02",295,"POLICE OFFICER"
929594,"01/31/14",1288,"SERGEANT"
932165,"07/01/03",22340,"POLICE OFFICER"
932165,"05/29/20",5233,"SERGEANT"
928455,"12/23/13",5967,"DETECTIVE"
928455,"07/02/01",21494,"POLICE OFFICER"
919938,"12/23/09",NA,"CAPTAIN"
919938,"12/22/17",NA,"DEPUTY INSPECTOR"
919938,"02/24/06",NA,"LIEUTENANT"
919938,"12/07/97",8531,"POLICE OFFICER"
919938,"12/20/02",1628,"SERGEANT"
945910,"11/22/16",NA,"LIEUTENANT"
945910,"01/07/08",24975,"POLICE OFFICER"
945910,"03/01/13",2323,"SERGEANT"
948009,"03/18/21",NA,"LIEUTENANT"
948009,"01/14/09",10100,"POLICE OFFICER"
948009,"02/24/17",1409,"SERGEANT"
948042,"01/14/09",6636,"POLICE OFFICER"
945803,"01/07/08",14005,"POLICE OFFICER"
945803,"10/25/13",957,"SERGEANT"
968474,"10/07/19",31748,"POLICE OFFICER"
966610,"10/24/18",1464,"POLICE OFFICER"
938636,"10/30/15",281,"DETECTIVE"
938636,"07/11/05",30112,"POLICE OFFICER"
938636,"03/26/20",3366,"SERGEANT"
938636,"01/27/22",3266,"SERGEANT"
964044,"07/05/17",22306,"POLICE OFFICER"
969107,"01/06/20",25443,"POLICE OFFICER"
970580,"12/29/20",1356,"POLICE OFFICER"
964045,"07/05/17",16378,"POLICE OFFICER"
973456,"12/29/21",30389,"POLICE OFFICER"
950555,"07/06/11",15997,"POLICE OFFICER"
950556,"07/06/11",3145,"POLICE OFFICER"
936728,"01/10/05",24633,"POLICE OFFICER"
954912,"07/09/13",14162,"POLICE OFFICER"
953937,"01/09/13",25640,"POLICE OFFICER"
899323,"11/26/02",NA,"LIEUTENANT"
899323,"04/30/91",10207,"POLICE OFFICER"
899323,"02/27/98",4688,"SERGEANT"
951804,"11/24/20",2527,"DETECTIVE"
951804,"01/09/12",17954,"POLICE OFFICER"
951805,"01/09/12",29431,"POLICE OFFICER"
936729,"01/10/05",24783,"POLICE OFFICER"
971083,"02/24/21",25602,"POLICE OFFICER"
945804,"01/07/08",15495,"POLICE OFFICER"
945418,"12/21/21",NA,"LIEUTENANT"
945418,"01/07/08",12,"POLICE OFFICER"
945418,"08/29/13",3557,"SERGEANT"
960636,"01/06/16",16657,"POLICE OFFICER"
941878,"07/10/06",1871,"POLICE OFFICER"
941878,"10/28/16",4177,"SERGEANT"
944077,"01/10/07",28086,"POLICE OFFICER"
952825,"07/11/12",23619,"POLICE OFFICER"
952825,"03/18/21",454,"SERGEANT"
943346,"01/10/07",23415,"POLICE OFFICER"
950459,"07/06/11",5831,"POLICE OFFICER"
967915,"07/01/19",16384,"POLICE OFFICER"
941879,"07/10/06",618,"POLICE OFFICER"
941879,"11/24/20",4477,"SERGEANT"
930311,"07/01/02",1891,"POLICE OFFICER"
930311,"09/29/09",2470,"SERGEANT"
937865,"07/11/05",208,"POLICE OFFICER"
943941,"01/10/07",27008,"POLICE OFFICER"
945203,"07/09/07",20286,"POLICE OFFICER"
926927,"06/10/21",2850,"DETECTIVE"
926927,"09/29/00",1458,"POLICE OFFICER"
968475,"10/07/19",21874,"POLICE OFFICER"
955973,"01/08/14",742,"POLICE OFFICER"
956718,"02/09/22",3655,"DETECTIVE"
956718,"07/09/14",3918,"POLICE OFFICER"
949081,"07/06/10",8158,"POLICE OFFICER"
949081,"12/21/18",2660,"SERGEANT"
971084,"02/24/21",22112,"POLICE OFFICER"
969108,"01/06/20",7500,"POLICE OFFICER"
882558,"10/28/98",NA,"CAPTAIN"
882558,"07/31/02",NA,"DEPUTY INSPECTOR"
882558,"01/25/13",NA,"INSPECTOR"
882558,"07/26/96",NA,"LIEUTENANT"
882558,"12/23/88",1335,"SERGEANT"
950557,"07/06/11",3156,"POLICE OFFICER"
943347,"01/10/07",4028,"POLICE OFFICER"
949082,"04/30/20",4387,"DETECTIVE"
949082,"07/06/10",3887,"POLICE OFFICER"
952827,"07/11/12",8438,"POLICE OFFICER"
953949,"01/09/13",28633,"POLICE OFFICER"
926929,"09/29/00",5338,"POLICE OFFICER"
926929,"12/23/08",4055,"SERGEANT"
947062,"01/30/15",706,"DETECTIVE"
947062,"07/08/08",23162,"POLICE OFFICER"
947062,"11/22/16",2167,"SERGEANT"
947062,"04/01/22",NA,"SGT DET SQUAD"
943348,"01/10/07",24182,"POLICE OFFICER"
943348,"07/27/18",2200,"SERGEANT"
956143,"01/08/14",19936,"POLICE OFFICER"
938637,"07/11/05",8736,"POLICE OFFICER"
944941,"07/09/07",20102,"POLICE OFFICER"
949083,"11/24/20",4968,"DETECTIVE"
949083,"07/06/10",13329,"POLICE OFFICER"
949083,"12/13/18",16143,"POLICE OFFICER"
949083,"02/09/22",1914,"SERGEANT"
953252,"07/11/12",9299,"POLICE OFFICER"
930313,"07/01/02",22941,"POLICE OFFICER"
930313,"07/30/21",1657,"SERGEANT"
957657,"01/07/15",18651,"POLICE OFFICER"
954916,"07/30/21",3857,"DETECTIVE"
954916,"07/09/13",20219,"POLICE OFFICER"
966611,"10/24/18",17921,"POLICE OFFICER"
949084,"07/06/10",7623,"POLICE OFFICER"
949084,"06/30/17",2972,"SERGEANT"
949360,"07/06/10",6447,"POLICE OFFICER"
932956,"07/01/03",26536,"POLICE OFFICER"
932956,"07/25/08",1926,"SERGEANT"
962460,"10/11/16",24917,"POLICE OFFICER"
970581,"12/29/20",8611,"POLICE OFFICER"
971085,"02/24/21",22150,"POLICE OFFICER"
960637,"01/06/16",655,"POLICE OFFICER"
950558,"07/06/11",11330,"POLICE OFFICER"
950558,"05/03/19",4579,"SERGEANT"
966612,"10/24/18",12973,"POLICE OFFICER"
953952,"01/09/13",25763,"POLICE OFFICER"
953952,"05/29/20",5231,"SERGEANT"
952828,"07/11/12",12377,"POLICE OFFICER"
973095,"10/15/21",5631,"POLICE OFFICER"
957658,"01/07/15",16038,"POLICE OFFICER"
943349,"01/10/07",3002,"POLICE OFFICER"
943349,"06/10/21",1052,"SERGEANT"
970582,"12/29/20",9359,"POLICE OFFICER"
933830,"11/25/14",NA,"LIEUTENANT"
933830,"01/29/21",NA,"LT DET COMMANDER"
933830,"01/20/04",4072,"POLICE OFFICER"
933830,"10/29/10",3134,"SERGEANT"
952829,"07/11/12",24027,"POLICE OFFICER"
940234,"05/02/16",4540,"DETECTIVE"
940234,"01/09/06",8243,"POLICE OFFICER"
956719,"07/09/14",811,"POLICE OFFICER"
944632,"07/09/07",8878,"POLICE OFFICER"
940235,"01/09/06",31930,"POLICE OFFICER"
943351,"12/21/21",5106,"DETECTIVE"
943351,"01/10/07",13756,"POLICE OFFICER"
943351,"07/14/09",13755,"POLICE OFFICER"
927843,"07/02/01",8865,"POLICE OFFICER"
967102,"01/03/19",23523,"POLICE OFFICER"
969771,"11/02/20",23082,"POLICE OFFICER"
942949,"04/30/20",NA,"CAPTAIN"
942949,"08/01/16",NA,"LIEUTENANT"
942949,"01/10/07",18876,"POLICE OFFICER"
942949,"12/21/12",1218,"SERGEANT"
936730,"05/29/12",1981,"DETECTIVE"
936730,"08/22/17",NA,"LIEUTENANT"
936730,"01/10/05",24109,"POLICE OFFICER"
936730,"08/03/12",5091,"SERGEANT"
950559,"08/22/17",1519,"DETECTIVE"
950559,"07/06/11",12699,"POLICE OFFICER"
965170,"01/10/18",4990,"POLICE OFFICER"
949085,"07/06/10",5523,"POLICE OFFICER"
949085,"02/26/20",2421,"SERGEANT"
973457,"12/29/21",30617,"POLICE OFFICER"
917736,"05/29/12",2226,"DETECTIVE"
917736,"01/20/17",3329,"DETECTIVE"
917736,"07/18/96",9361,"POLICE OFFICER"
952830,"10/07/19",2197,"DETECTIVE"
952830,"07/11/12",29724,"POLICE OFFICER"
940236,"06/29/18",NA,"LIEUTENANT"
940236,"01/09/06",343,"POLICE OFFICER"
940236,"03/30/12",1633,"SERGEANT"
954767,"07/09/13",18090,"POLICE OFFICER"
954767,"06/04/14",30427,"POLICE OFFICER"
933832,"01/20/04",23669,"POLICE OFFICER"
941034,"03/30/12",2261,"DETECTIVE"
941034,"01/09/06",27752,"POLICE OFFICER"
943352,"01/10/07",18981,"POLICE OFFICER"
943352,"06/28/19",230,"SERGEANT"
930314,"07/01/02",18971,"POLICE OFFICER"
962461,"10/11/16",23031,"POLICE OFFICER"
934266,"01/20/04",26338,"POLICE OFFICER"
952831,"11/21/17",2705,"DETECTIVE"
952831,"07/11/12",13542,"POLICE OFFICER"
955974,"03/05/19",7821,"DETECTIVE"
955974,"02/17/21",219,"DETECTIVE"
955974,"01/08/14",10312,"POLICE OFFICER"
961805,"07/13/16",10194,"POLICE OFFICER"
961805,"03/28/19",13542,"POLICE OFFICER"
904113,"03/31/05",2013,"DETECTIVE"
904113,"08/30/93",31206,"POLICE OFFICER"
952832,"07/11/12",24029,"POLICE OFFICER"
965742,"04/25/18",6213,"POLICE OFFICER"
970583,"12/29/20",6964,"POLICE OFFICER"
938638,"10/29/10",7459,"DETECTIVE"
938638,"07/11/05",10164,"POLICE OFFICER"
949086,"07/06/10",6827,"POLICE OFFICER"
972684,"10/12/21",3629,"POLICE OFFICER"
956720,"07/09/14",13906,"POLICE OFFICER"
922479,"01/27/17",5047,"DETECTIVE"
922479,"08/31/98",15904,"POLICE OFFICER"
958683,"07/08/15",5375,"POLICE OFFICER"
969772,"11/02/20",24952,"POLICE OFFICER"
915866,"08/27/10",NA,"CAPTAIN"
915866,"12/18/15",NA,"DEPUTY INSPECTOR"
915866,"09/24/04",NA,"LIEUTENANT"
915866,"06/30/95",29894,"POLICE OFFICER"
915866,"08/18/00",5358,"SERGEANT"
961530,"04/06/16",7310,"POLICE OFFICER"
949087,"07/06/10",2217,"POLICE OFFICER"
950561,"07/06/11",18227,"POLICE OFFICER"
941881,"12/19/19",915,"DETECTIVE"
941881,"07/10/06",22273,"POLICE OFFICER"
964543,"10/18/17",16553,"POLICE OFFICER"
919155,"08/02/11",NA,"CAPTAIN"
919155,"11/22/16",NA,"DEPUTY INSPECTOR"
919155,"08/29/02",5397,"DETECTIVE"
919155,"03/31/06",NA,"LIEUTENANT"
919155,"04/15/97",25102,"POLICE OFFICER"
919155,"03/28/03",3461,"SERGEANT"
934992,"07/01/04",6286,"POLICE OFFICER"
965171,"01/10/18",30008,"POLICE OFFICER"
917095,"06/09/17",NA,"CAPTAIN"
917095,"12/22/06",NA,"LIEUTENANT"
917095,"07/18/96",10566,"POLICE OFFICER"
917095,"05/30/97",3476,"POLICE OFFICER"
917095,"07/26/01",4695,"SERGEANT"
969773,"11/02/20",25086,"POLICE OFFICER"
965172,"01/10/18",21329,"POLICE OFFICER"
936733,"01/10/05",9389,"POLICE OFFICER"
936733,"08/12/05",9387,"POLICE OFFICER"
936733,"11/26/13",1553,"SERGEANT"
936734,"01/10/05",3061,"POLICE OFFICER"
936735,"01/10/05",955,"POLICE OFFICER"
936735,"11/24/20",4478,"SERGEANT"
943353,"01/10/07",768,"POLICE OFFICER"
949088,"07/06/10",11876,"POLICE OFFICER"
954542,"07/09/13",737,"POLICE OFFICER"
954542,"06/25/20",4205,"SERGEANT"
951807,"01/09/12",5951,"POLICE OFFICER"
911522,"08/21/97",3152,"DETECTIVE"
911522,"10/30/98",6179,"DETECTIVE"
911522,"11/24/15",1257,"DETECTIVE"
911522,"04/01/95",25050,"POLICE OFFICER"
911522,"05/26/99",25137,"POLICE OFFICER"
952833,"07/11/12",8543,"POLICE OFFICER"
967542,"04/15/19",9689,"POLICE OFFICER"
957660,"01/07/15",18438,"POLICE OFFICER"
949660,"11/20/18",1274,"DETECTIVE"
949660,"07/06/10",10473,"POLICE OFFICER"
949660,"10/18/21",2888,"SERGEANT"
941882,"07/10/06",20669,"POLICE OFFICER"
941882,"08/30/19",5536,"SERGEANT"
950563,"07/30/21",3858,"DETECTIVE"
950563,"07/06/11",9247,"POLICE OFFICER"
932774,"07/01/03",15188,"POLICE OFFICER"
932775,"06/28/19",NA,"LIEUTENANT"
932775,"07/01/03",9939,"POLICE OFFICER"
932775,"10/26/12",2548,"SERGEANT"
925428,"03/01/00",22275,"POLICE OFFICER"
951808,"01/09/12",14204,"POLICE OFFICER"
970584,"12/29/20",7823,"POLICE OFFICER"
938640,"07/11/05",31425,"POLICE OFFICER"
938640,"06/09/17",1141,"SERGEANT"
951809,"06/10/21",2852,"DETECTIVE"
951809,"01/09/12",21499,"POLICE OFFICER"
961806,"02/09/22",1409,"DETECTIVE"
961806,"07/13/16",2350,"POLICE OFFICER"
930322,"07/01/02",31290,"POLICE OFFICER"
958684,"07/08/15",20722,"POLICE OFFICER"
965173,"01/10/18",22788,"POLICE OFFICER"
971468,"04/28/21",2597,"POLICE OFFICER"
971468,"07/26/21",444,"POLICE OFFICER"
926931,"09/29/00",7517,"POLICE OFFICER"
926931,"11/30/05",796,"SERGEANT"
945805,"01/07/08",14144,"POLICE OFFICER"
919157,"06/29/20",NA,"ASSISTANT CHIEF"
919157,"01/25/13",NA,"CAPTAIN"
919157,"07/27/18",NA,"DEPUTY CHIEF"
919157,"03/27/15",NA,"DEPUTY INSPECTOR"
919157,"03/31/17",NA,"INSPECTOR"
919157,"06/30/06",NA,"LIEUTENANT"
919157,"04/15/97",25813,"POLICE OFFICER"
919157,"09/27/02",1929,"SERGEANT"
947919,"01/14/09",4428,"POLICE OFFICER"
947919,"06/10/21",1054,"SERGEANT"
932776,"07/01/03",26439,"POLICE OFFICER"
930323,"01/30/15",NA,"LIEUTENANT"
930323,"07/01/02",17121,"POLICE OFFICER"
930323,"11/24/09",1034,"SERGEANT"
970585,"12/29/20",16732,"POLICE OFFICER"
934994,"07/01/04",25033,"POLICE OFFICER"
971469,"04/28/21",7787,"POLICE OFFICER"
971469,"08/13/21",607,"POLICE OFFICER"
940238,"01/09/06",3626,"POLICE OFFICER"
964544,"10/18/17",8186,"POLICE OFFICER"
936738,"01/10/05",20590,"POLICE OFFICER"
967916,"07/01/19",19688,"POLICE OFFICER"
956722,"07/09/14",30956,"POLICE OFFICER"
906423,"04/26/13",NA,"CAPTAIN"
906423,"06/28/19",NA,"DEPUTY INSPECTOR"
906423,"11/02/09",NA,"LIEUTENANT"
906423,"02/28/94",7767,"POLICE OFFICER"
906423,"06/28/02",3928,"SERGEANT"
950564,"07/06/11",19734,"POLICE OFFICER"
948551,"01/11/10",4800,"POLICE OFFICER"
876460,"03/22/02",NA,"CAPTAIN"
876460,"06/26/15",NA,"DEPUTY INSPECTOR"
876460,"12/19/97",NA,"LIEUTENANT"
876460,"12/23/88",3056,"SERGEANT"
876460,"11/28/95",159,"SERGEANT"
924670,"11/02/09",NA,"LIEUTENANT"
924670,"10/26/12",NA,"LT DET COMMANDER"
924670,"07/07/99",829,"POLICE OFFICER"
924670,"11/30/05",849,"SERGEANT"
951810,"01/09/12",18340,"POLICE OFFICER"
947065,"05/03/19",NA,"LIEUTENANT"
947065,"07/08/08",19180,"POLICE OFFICER"
947065,"02/24/17",1570,"SERGEANT"
904121,"02/29/08",NA,"CAPTAIN"
904121,"12/22/17",NA,"DEPUTY CHIEF"
904121,"08/02/11",NA,"DEPUTY INSPECTOR"
904121,"07/28/99",6853,"DETECTIVE"
904121,"03/02/15",NA,"INSPECTOR"
904121,"11/25/03",NA,"LIEUTENANT"
904121,"07/01/98",NA,"PO SPECIAL ASSIGN"
904121,"08/30/93",7217,"POLICE OFFICER"
904121,"05/24/00",1106,"SERGEANT"
956724,"07/09/14",7677,"POLICE OFFICER"
941142,"01/09/06",26047,"POLICE OFFICER"
954918,"07/09/13",11290,"POLICE OFFICER"
954918,"12/21/18",2674,"SERGEANT"
947900,"01/14/09",6218,"POLICE OFFICER"
957661,"01/07/15",15572,"POLICE OFFICER"
949089,"07/06/10",4809,"POLICE OFFICER"
954919,"07/09/13",7285,"POLICE OFFICER"
960638,"01/06/16",5295,"POLICE OFFICER"
933835,"01/20/04",1007,"POLICE OFFICER"
919159,"04/15/97",30993,"POLICE OFFICER"
919159,"11/30/05",1009,"SERGEANT"
